"lon","lat"
-40.3369,-14.6111
-40.4961,-20.3903
-49.8592,-28.9794
-48.9619,-26.28
-48.5526,-27.1875
-39.1667,-14.8
-48.8697,-27.0056
-48.296759,-25.548026
-40.604167,-19.780833
-47.929167,-25.077222
-49.3804,-26.3197
-39.33,-15.16
-43.286389,-22.943611
-49.05,-27.45
-49.0478,-26.1925
-48.7619,-27.8789
-48.87,-27.63
-49.71,-24.25
-48.3919,-24.6467
-35.853,-8.7166
-48.29724,-25.179626
-47.227598,-24.555261
-39.565278,-15.391667
-48.600791,-26.176814
-48.87,-27.45
-48.8703,-28.1694
-48.8711,-27.1819
-48.871111,-26.819722
-48.535,-27.7242
-49.317911,-28.30578
-49.3206,-27.1803
