"sp","lon","lat"
"Vriesea_incurvata",-43.2666667,-22.55
"Vriesea_incurvata",-49.9064,-26.3364
"Vriesea_incurvata",-48.585833,-24.434167
"Vriesea_incurvata",-49.332778,-28.710833
"Vriesea_incurvata",-48.9237,-25.43258
"Vriesea_incurvata",-48.336076,-25.509754
"Vriesea_incurvata",-48.0791667,-25.2875
"Vriesea_incurvata",-48.0532,-23.5918
"Vriesea_incurvata",-48.1952777,-24.1652777
"Vriesea_incurvata",-48.8675,-27.359722
"Vriesea_incurvata",-48.0025,-24.0938889
"Vriesea_incurvata",-48.980278,-26.141944
"Vriesea_incurvata",-43.196111,-22.653333
"Vriesea_incurvata",-49.213889,-28.188333
"Vriesea_incurvata",-48.696111,-27.734722
"Vriesea_incurvata",-45.7308,-22.6889
"Vriesea_incurvata",-46.9086111,-24.2386111
"Vriesea_incurvata",-48.69,-26.1
"Vriesea_incurvata",-48.7,-26.6833
"Vriesea_incurvata",-43.03333,-22.58333
"Vriesea_incurvata",-50.23935,-29.50415
"Vriesea_incurvata",-49.23,-27.27
"Vriesea_incurvata",-49.050556,-26.550278
"Vriesea_incurvata",-49.048889,-27.989167
"Vriesea_incurvata",-48.166389,-24.934722
"Vriesea_incurvata",-49.14,-27.000278
"Vriesea_incurvata",-48.5408333,-25.8041666
"Vriesea_incurvata",-46.7738,-23.6625
"Vriesea_incurvata",-49.01888,-26.19178
"Vriesea_incurvata",-48.3289,-25.3067
"Vriesea_incurvata",-46.633333,-23.420833
"Vriesea_incurvata",-48.8215,-25.1377
"Vriesea_incurvata",-48.58527,-25.78972
"Vriesea_incurvata",-48.69916,-24.53378
"Vriesea_incurvata",-49.230833,-27.09
"Vriesea_incurvata",-45.633333,-23.692222
