"lon","lat"
-43.7894,-20.0875
-41.9044,-20.5231
-43.9378,-19.9208
-39.6313889,-16.8386111
-49.1989,-25.9281
-43.7931,-21.8425
-40.775,-19.797222
-49.064444,-24.068333
-49.2731,-25.4278
-50.709176,-24.13017
-50.8589,-25.0108
-44.56,-22.5
-48.3653,-24.0992
-44.14639,-21.07389
-46.623889,-23.01
-42.35,-20.71667
-41.991389,-21.943333
-42.4808,-20.7219
-43.7144,-19.1689
-44.993333,-23.245833
-49.7158,-25.7697
-42.5244,-20.8761
-44.6425,-21.4875
-41.120556,-20.524444
-45.28,-22.5092
-46.31666667,-23.78333333
-44.072778,-21.890278
-42.5,-22.4666667
-49.4636,-24.1128
-43.87246,-21.70193
-49.6356,-25.5839
-44.524722,-22.333889
-44.9856,-21.7231
-44.9242,-22.4394
-41.39,-12.5631
-50.3828,-25.8742
-42.9675,-21.4597
-49.9975,-25.252778
-42.8819,-20.7539
-44.833333,-21.333333
-44.781667,-22.455556
-49.419007,-25.835085
-44.3947,-22.1675
-46.640833,-23.448889
-43.1235,-22.536
-39.565278,-15.391667
-42.6572,-20.84
-43.5448,-21.4155
-51.0972,-23.7233
-43.182222,-21.655833
-41.555833,-20.938611
-43.46667,-22.45
-49.912969,-25.578059
-42.4958,-21.2813
-41.6544,-21.0253
-44.6031,-21.9756
-43.26667,-22.55
-46.5503,-23.1169
-49.7058,-24.2511
-43.4075,-20.0747
