"species","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","AUC","AUCratio","pROC","pval_pROC","TSS","algoritmo","run","partition","presencenb","absencenb","correlation","pvaluecor","threshold","prevalence.value","PPP","NPP","sensitivity.value","specificity.value","comission","omission","accuracy","KAPPA.value"
"Aechmea_lamarchei_N_050",0.79636325,0.5273716,0.24395877,0.02973469,0.5273716,0.26201882,0.8325,1.665,1.38851471764274,0,0.588333333333333,"maxent",2,1,6,200,0.211275974856347,0.00230051947164005,"spec_sens",0.029126213592233,0.0925925925925926,0.993421052631579,0.772797527047913,0.819168173598553,0.180831826401447,0.227202472952087,0.794166666666667,0.120560109289617
"Aechmea_lamarchei_N_050",0.99256667,0.97223333,0.09056667,0.03053333,0.3259,0.09703333,0.779166666666667,1.55833333333333,1.22871821668473,0,0.491666666666667,"rf",2,1,6,200,0.160918977398657,0.0208523581097704,"spec_sens",0.029126213592233,0.102564102564103,0.988023952095808,0.792079207920792,0.712230215827338,0.287769784172662,0.207920792079208,0.745833333333333,0.134060440808907
"Aechmea_lamarchei_N_050",0.02054911,0.01648709,0.01259822,0.02513726,0.01527596,0.01280438,0.7675,1.535,1.33772179588607,0,0.586666666666667,"svmk",2,1,6,200,0.110580390739671,0.113575151382843,"spec_sens",0.029126213592233,0.2,0.989247311827957,0.892857142857143,0.734042553191489,0.265957446808511,0.107142857142857,0.793333333333333,0.275215011727912
"Aechmea_lamarchei_N_050",0.60859565,0.08685652,-1e-04,-1e-04,0.08685652,0.08685652,0.720833333333333,1.44166666666667,1.93634812820172,0,0.371666666666667,"bioclim",3,1,6,200,0.159861995486042,0.0217176068536656,"spec_sens",0.029126213592233,0.0634920634920635,0.986013986013986,0.693240901213172,0.678972712680578,0.321027287319422,0.306759098786828,0.685833333333333,0.0662802793877249
"Aechmea_lamarchei_N_050",0.18886994,0.01517977,0.01517977,0.02928297,0.02039184,0.01536633,0.738333333333333,1.47666666666667,1.26720725467109,0,0.53,"glm",3,1,6,200,0.175609926551942,0.0115767104858318,"spec_sens",0.029126213592233,NA,0.970873786407767,NA,0.5,0.5,NA,0.5,0
"Aechmea_lamarchei_N_050",0.88050915,0.15369971,0.15369971,0.03297265,0.26628246,0.16959614,0.761666666666667,1.52333333333333,1.35364328346896,0,0.535,"maxent",3,1,6,200,0.150696749218371,0.030609970984862,"spec_sens",0.029126213592233,0.0606060606060606,1,0.68259385665529,1,0,0.31740614334471,0.7675,0.0628118579395363
"Aechmea_lamarchei_N_050",0.7608,0.2626,0.2626,0.02903333,0.44283333,0.2716,0.78,1.56,1.39482403138724,0,0.58,"rf",3,1,6,200,0.16290683343194,0.0193056496178916,"spec_sens",0.029126213592233,0.0666666666666667,1,0.704225352112676,1,0,0.295774647887324,0.79,0.0744544287548137
"Aechmea_lamarchei_N_050",0.01761134,0.01387229,0.01388564,0.02220726,0.01462489,0.01388857,0.836666666666667,1.67333333333333,1.9209708600358,0,0.57,"svmk",3,1,6,200,0.19586757755431,0.00477990693188867,"spec_sens",0.029126213592233,0.0652173913043478,1,0.699300699300699,1,0,0.300699300699301,0.785,0.0716830853070635
"Aechmea_lamarchei_N_050",0.26076957,0.26076957,-1e-04,-1e-04,0.08685652,0.08685652,0.494166666666667,0.988333333333333,1.92470674283499,0,0.0266666666666666,"bioclim",4,1,6,200,-0.0179675959671306,0.797692175143865,"spec_sens",0.029126213592233,0.0344827586206897,0.971751412429379,0.543478260869565,0.507874015748031,0.492125984251969,0.456521739130435,0.513333333333333,0.00932672690177836
"Aechmea_lamarchei_N_050",0.1573153,0.04537089,0.0076194,0.02854788,0.01603739,0.00770508,0.661666666666667,1.32333333333333,1.18507274201433,0,0.35,"glm",4,1,6,200,0.305848972238262,7.79837776867268e-06,"spec_sens",0.029126213592233,NA,0.970873786407767,NA,0.5,0.5,NA,0.5,0
"Aechmea_lamarchei_N_050",0.86613091,0.12257786,0.12257786,0.02883514,0.22432792,0.12533987,0.688333333333333,1.37666666666667,1.28699886694119,0,0.435,"maxent",4,1,6,200,0.0899172542295104,0.19868483015063,"spec_sens",0.029126213592233,0.0504201680672269,1,0.638977635782748,1,0,0.361022364217252,0.7175,0.0429241016363787
"Aechmea_lamarchei_N_050",0.86193333,0.10176667,0.10176667,0.02846667,0.2021,0.10283333,0.681666666666667,1.36333333333333,1.07762677527319,0,0.455,"rf",4,1,6,200,0.0822677175604391,0.239765643049557,"spec_sens",0.029126213592233,0.0521739130434783,1,0.647249190938511,1,0,0.352750809061489,0.7275,0.0463773040006795
"Aechmea_lamarchei_N_050",0.01618288,0.00769455,0.00770664,0.02363567,0.01020335,0.00776277,0.585833333333333,1.17166666666667,1.10138744357516,0,0.285,"svmk",4,1,6,200,0.0546608321993623,0.435190597761887,"spec_sens",0.029126213592233,0.0402684563758389,1,0.583090379008746,1,0,0.416909620991254,0.6425,0.0226925884148364
"Aechmea_lamarchei_N_100",0.39120435,0.08685652,0.04337826,0.04337826,0.13033478,0.13033478,0.711875,1.42375,1.74167718699514,0,0.421666666666667,"bioclim",1,1,12,200,0.238715961387795,0.000454840707014753,"spec_sens",0.0566037735849057,0.1,0.990196078431373,0.649350649350649,0.858356940509915,0.141643059490085,0.350649350649351,0.710833333333333,0.0871512228728901
"Aechmea_lamarchei_N_100",0.14338974,0.05932831,0.03723664,0.05560295,0.07659394,0.05944153,0.84375,1.6875,1.26144709318981,0,0.621666666666667,"glm",1,1,12,200,0.320695895535287,1.85748267052997e-06,"spec_sens",0.0566037735849057,NA,0.943396226415094,NA,0.5,0.5,NA,0.5,0
"Aechmea_lamarchei_N_100",0.74391873,0.48217641,0.48217641,0.05604819,0.5574574,0.55074229,0.886666666666667,1.77333333333333,1.51052453015652,0,0.7,"maxent",1,1,12,200,0.352559204340031,1.33996853081924e-07,"spec_sens",0.0566037735849057,0.166666666666667,1,0.769230769230769,1,0,0.230769230769231,0.85,0.208955223880597
"Aechmea_lamarchei_N_100",0.85076667,0.5046,0.42673333,0.054,0.5275,0.51003333,0.869166666666667,1.73833333333333,1.61473571090253,0,0.646666666666667,"rf",1,1,12,200,0.33092283781983,8.24760731123635e-07,"spec_sens",0.0566037735849057,0.169230769230769,0.993197278911565,0.77247191011236,0.897540983606557,0.102459016393443,0.22752808988764,0.823333333333333,0.210241127065836
"Aechmea_lamarchei_N_100",0.03024547,0.02301836,0.00832976,0.04286204,0.01740174,0.01521236,0.53125,1.0625,1.13247997258359,0,0.228333333333333,"svmk",1,1,12,200,0.0768139466089048,0.265510309491877,"spec_sens",0.0566037735849057,0.16,0.957219251336898,0.760456273764259,0.573105656350053,0.426894343649947,0.239543726235741,0.614166666666667,0.151297625621204
"Aechmea_lamarchei_N_100",0.56511739,0.34772609,0.04337826,0.04337826,0.34772609,0.17381304,0.87875,1.7575,1.81009294319992,0,0.658333333333333,"bioclim",2,1,12,200,0.38965537425765,4.2607732014055e-09,"spec_sens",0.0566037735849057,0.222222222222222,0.988023952095808,0.826446280991736,0.831932773109244,0.168067226890756,0.173553719008264,0.829166666666667,0.287168302435478
"Aechmea_lamarchei_N_100",0.07046455,0.03810756,0.03810756,0.05721174,0.06935279,0.04248474,0.774166666666667,1.54833333333333,1.23096785037091,0,0.55,"glm",2,1,12,200,0.0934143373807838,0.175399510200434,"spec_sens",0.0566037735849057,0,0.943127962085308,0,0.49874686716792,0.50125313283208,1,0.4975,-0.00878477306003105
"Aechmea_lamarchei_N_100",0.74465986,0.61477782,0.40110867,0.05393526,0.62104191,0.45585264,0.864583333333333,1.72916666666667,1.43313005524927,0,0.623333333333334,"maxent",2,1,12,200,0.312717550348168,3.42885453923873e-06,"spec_sens",0.0566037735849057,0.192307692307692,0.9875,0.798722044728434,0.825783972125436,0.174216027874564,0.201277955271565,0.811666666666667,0.242857142857143
"Aechmea_lamarchei_N_100",0.73733333,0.47,0.34853333,0.05806667,0.54923333,0.47303333,0.78,1.56,1.29927702591143,0,0.541666666666667,"rf",2,1,12,200,0.225547142183764,0.000941930132050933,"spec_sens",0.0566037735849057,0.127906976744186,0.992063492063492,0.709677419354839,0.882352941176471,0.117647058823529,0.290322580645161,0.770833333333333,0.138948268490808
"Aechmea_lamarchei_N_100",0.02789089,0.02327478,0.01518854,0.03996246,0.02169073,0.02044857,0.769166666666667,1.53833333333333,1.30164303512638,0,0.425,"svmk",2,1,12,200,0.303651875026863,6.73642446962475e-06,"spec_sens",0.0566037735849057,0.285714285714286,0.968586387434555,0.869565217391304,0.649122807017544,0.350877192982456,0.130434782608696,0.7125,0.314232902033271
"Aechmea_lamarchei_N_100",0.30424783,0.13033478,0.04337826,0.04337826,0.17381304,0.08685652,0.735833333333333,1.47166666666667,1.72947678361146,0,0.368333333333333,"bioclim",3,1,12,200,0.178944912029363,0.00902295217621208,"spec_sens",0.0566037735849057,0.0970873786407767,0.981651376146789,0.641848523748395,0.762470308788599,0.237529691211401,0.358151476251605,0.684166666666667,0.0807011137484024
"Aechmea_lamarchei_N_100",0.11697392,0.04365133,0.0107975,0.05499339,0.04984832,0.01373646,0.639166666666667,1.27833333333333,1.12684103206618,0,0.33,"glm",3,1,12,200,0.110545566654699,0.108499443405792,"spec_sens",0.0566037735849057,NA,0.943396226415094,NA,0.5,0.5,NA,0.5,0
"Aechmea_lamarchei_N_100",0.77333601,0.33853935,0.13227324,0.05663721,0.39448045,0.24403729,0.747083333333333,1.49416666666667,1.2598156120897,0,0.458333333333333,"maxent",3,1,12,200,0.192140811747563,0.00499622576257286,"spec_sens",0.0566037735849057,0.117647058823529,0.984251968503937,0.689655172413793,0.789473684210526,0.210526315789474,0.310344827586207,0.729166666666667,0.118764845605701
"Aechmea_lamarchei_N_100",0.77526667,0.1851,0.1851,0.0565,0.4225,0.2251,0.661666666666667,1.32333333333333,1.19266956478304,0,0.315,"rf",3,1,12,200,0.113307729588891,0.0999008677840451,"spec_sens",0.0566037735849057,0.0805369127516778,1,0.593471810089021,1,0,0.406528189910979,0.6575,0.0494829166121219
"Aechmea_lamarchei_N_100",0.02770525,0.02173997,0.01351542,0.03971754,0.02167336,0.01680457,0.65125,1.3025,1.22375719949493,0,0.366666666666667,"svmk",3,1,12,200,0.159207670180981,0.0203838862812889,"spec_sens",0.0566037735849057,0.117647058823529,0.972222222222222,0.689655172413793,0.67741935483871,0.32258064516129,0.310344827586207,0.683333333333333,0.11482254697286
"Aechmea_lamarchei_N_100",0.34772609,0.34772609,-1e-04,0.04337826,0.13033478,0.08685652,0.785833333333333,1.57166666666667,1.78033686906941,0,0.503333333333333,"bioclim",4,1,12,200,0.288611158085692,1.96717696957016e-05,"spec_sens",0.0566037735849057,0.304347826086957,0.973544973544973,0.879396984924623,0.688279301745636,0.311720698254364,0.120603015075377,0.751666666666667,0.351776354105999
"Aechmea_lamarchei_N_100",0.09544627,0.05160519,0.02147015,0.05622082,0.05828949,0.05258597,0.8125,1.625,1.20398320169776,0,0.626666666666666,"glm",4,1,12,200,0.226606186136712,0.000889701250447997,"spec_sens",0.0566037735849057,NA,0.943396226415094,NA,0.5,0.5,NA,0.5,0
"Aechmea_lamarchei_N_100",0.56496753,0.4151801,0.22929669,0.05638258,0.42369868,0.364931,0.826666666666667,1.65333333333333,1.46351052375882,0,0.578333333333333,"maxent",4,1,12,200,0.270883410403589,6.4485240375447e-05,"spec_sens",0.0566037735849057,0.163934426229508,0.986754966887417,0.765696784073507,0.817184643510055,0.182815356489945,0.234303215926493,0.789166666666667,0.19811590065658
"Aechmea_lamarchei_N_100",0.91816667,0.3633,0.3633,0.05693333,0.5075,0.3806,0.799166666666667,1.59833333333333,1.21982933000062,0,0.535,"rf",4,1,12,200,0.248001939593529,0.000265578016013877,"spec_sens",0.0566037735849057,0.114285714285714,1,0.68259385665529,1,0,0.31740614334471,0.7675,0.115239633817986
"Aechmea_lamarchei_N_100",0.03601748,0.02293917,0.0074377,0.04950129,0.02100922,0.01878493,0.5425,1.085,1.11033098109206,0,0.17,"svmk",4,1,12,200,0.102767621309408,0.135850200497833,"spec_sens",0.0566037735849057,0.157894736842105,0.953367875647668,0.757575757575758,0.550898203592814,0.449101796407186,0.242424242424242,0.585,0.133420536298234
"Aechmea_nudicaulis_C_010",0.46143846,0.46143846,-1e-04,-1e-04,0.15374615,0.15374615,0.635,1.27,1.97886370963873,0,0.46,"bioclim",1,1,4,200,0.127500758032919,0.0691698041149424,"spec_sens",0.0196078431372549,0.2,0.989690721649485,0.925925925925926,0.657534246575342,0.342465753424658,0.0740740740740741,0.73,0.265129682997117
"Aechmea_nudicaulis_C_010",0.02791914,0.02791914,0.02791914,0.01945158,0.02791914,0.02860496,0.91625,1.8325,1.52132914389605,0,0.89,"glm",1,1,4,200,0.150312007939148,0.0318809942085224,"spec_sens",0.0196078431372549,NA,0.980392156862745,NA,0.5,0.5,NA,0.5,0
"Aechmea_nudicaulis_C_010",0.73453941,0.73453941,0.73453941,0.06832611,0.73997666,0.73997666,0.88,1.76,1.6083368305475,0,0.865,"maxent",1,1,4,200,0.187900806036496,0.00711776831704762,"spec_sens",0.0196078431372549,0.129032258064516,1,0.881057268722467,1,0,0.118942731277533,0.9325,0.200812536273941
"Aechmea_nudicaulis_C_010",0.5795,0.5795,0.42626667,0.0769,0.55536667,0.43053333,0.745,1.49,1.40510293819292,0,0.53,"rf",1,1,4,200,0.113285628959035,0.106679860369405,"spec_sens",0.0196078431372549,0.0638297872340425,0.993630573248408,0.77319587628866,0.757281553398058,0.242718446601942,0.22680412371134,0.765,0.084563222975668
"Aechmea_nudicaulis_C_010",0.01193106,0.01193106,0.0068185,0.0160039,0.0098766,0.00699517,0.58625,1.1725,1.29254833909921,0,0.345,"svmk",1,1,4,200,0.0372988432622469,0.596358190767074,"spec_sens",0.0196078431372549,0.0606060606060606,0.988304093567251,0.763358778625954,0.628252788104089,0.371747211895911,0.236641221374046,0.6725,0.0757825370675454
"Aechmea_nudicaulis_C_010",0.46143846,0.15374615,-1e-04,-1e-04,0.15374615,0.15374615,0.623125,1.24625,1.89836886160256,0,0.215,"bioclim",2,1,4,200,0.0903931543613422,0.198522312257977,"spec_sens",0.0196078431372549,0.0338983050847458,0.986206896551724,0.636942675159236,0.588477366255144,0.411522633744856,0.363057324840764,0.6075,0.0277867528271406
"Aechmea_nudicaulis_C_010",0.0245654,0.01684983,0.00288523,0.01955629,0.01618764,0.00298594,0.67,1.34,1.29692117194384,0,0.505,"glm",2,1,4,200,0.0340823387564013,0.628426636185231,"spec_sens",0.0196078431372549,NA,0.980392156862745,NA,0.5,0.5,NA,0.5,0
"Aechmea_nudicaulis_C_010",0.76818349,0.53401752,0.1871685,0.02047672,0.52228154,0.18801323,0.74875,1.4975,1.33015776129511,0,0.515,"maxent",2,1,4,200,0.12271408887087,0.080368430369669,"spec_sens",0.0196078431372549,0.06,0.993506493506494,0.761421319796954,0.753694581280788,0.246305418719212,0.238578680203046,0.7575,0.0776186887716654
"Aechmea_nudicaulis_C_010",0.65266667,0.31076667,0.31076667,0.08716667,0.3498,0.31276667,0.5725,1.145,1.24315161186229,0,0.4,"rf",2,1,4,200,0.0331345577704982,0.638014044570078,"spec_sens",0.0196078431372549,0.032258064516129,1,0.625,1,0,0.375,0.7,0.0254777070063693
"Aechmea_nudicaulis_C_010",0.01201148,0.00476378,0.00476378,0.01825164,0.00755529,0.00494607,0.54375,1.0875,1.24471539553833,0,0.25,"svmk",2,1,4,200,0.0206486397074322,0.769414691394166,"spec_sens",0.0196078431372549,0.025974025974026,1,0.571428571428571,1,0,0.428571428571429,0.625,0.0129032258064516
"Aechmea_nudicaulis_C_010",0.30759231,0.15374615,-1e-04,-1e-04,0.15374615,0.15374615,0.589375,1.17875,1.75050331196852,0,0.205,"bioclim",3,1,4,200,0.0379755360936846,0.589706919071923,"spec_sens",0.0196078431372549,0.0267857142857143,0.989130434782609,0.579150579150579,0.645390070921986,0.354609929078014,0.420849420849421,0.6025,0.0144061841180603
"Aechmea_nudicaulis_C_010",0.06874587,0.01873389,0.00512401,0.01964064,0.01855989,0.00524196,0.70625,1.4125,1.325831436298,0,0.51,"glm",3,1,4,200,0.0882714603777452,0.209306864105016,"spec_sens",0.0196078431372549,NA,0.980392156862745,NA,0.5,0.5,NA,0.5,0
"Aechmea_nudicaulis_C_010",0.83345993,0.48644321,0.48644321,0.03841859,0.58919801,0.4877259,0.78,1.56,1.38638861874376,0,0.545,"maxent",3,1,4,200,0.141955535757891,0.042832461743415,"spec_sens",0.0196078431372549,0.0421052631578947,1,0.687285223367698,1,0,0.312714776632302,0.7725,0.0448651986005352
"Aechmea_nudicaulis_C_010",0.66023333,0.49296667,0.49296667,0.1319,0.55893333,0.49396667,0.78875,1.5775,1.42625565419976,0,0.59,"rf",3,1,4,200,0.128536561693956,0.066922238911569,"spec_sens",0.0196078431372549,0.0465116279069767,1,0.709219858156028,1,0,0.290780141843972,0.795,0.0534178361249431
"Aechmea_nudicaulis_C_010",0.012812,0.012812,0.00575641,0.01397207,0.00969181,0.00587694,0.5675,1.135,1.47216285157686,0,0.23,"svmk",3,1,4,200,0.0351823086231238,0.617377323799395,"spec_sens",0.0196078431372549,0.2,0.984924623115578,0.925925925925926,0.566473988439306,0.433526011560694,0.0740740740740741,0.615,0.20489977728285
"Aechmea_nudicaulis_C_010",0.30759231,0.15374615,0.15374615,-1e-04,0.30759231,0.30759231,0.783125,1.56625,1.77769480125511,0,0.475,"bioclim",4,1,4,200,0.142068949585921,0.0426649946543188,"spec_sens",0.0196078431372549,0.036697247706422,1,0.655737704918033,1,0,0.344262295081967,0.7375,0.0342651036970243
"Aechmea_nudicaulis_C_010",0.04707563,0.02345693,0.02346444,0.019646,0.02376873,0.02376873,0.88875,1.7775,1.50680825356733,0,0.79,"glm",4,1,4,200,0.169995913958722,0.0150644014986606,"spec_sens",0.0196078431372549,NA,0.980392156862745,NA,0.5,0.5,NA,0.5,0
"Aechmea_nudicaulis_C_010",0.60553737,0.60553737,0.60553737,0.0341072,0.63222148,0.60747303,0.7725,1.545,1.35962185167797,0,0.72,"maxent",4,1,4,200,0.112654947101868,0.108657124284124,"spec_sens",0.0196078431372549,0.0666666666666667,1,0.78125,1,0,0.21875,0.86,0.0916030534351141
"Aechmea_nudicaulis_C_010",0.6036,0.6036,0.6036,0.0871,0.61113333,0.60543333,0.65375,1.3075,1.40911522121556,0,0.605,"rf",4,1,4,200,0.0840729152457075,0.231875898693077,"spec_sens",0.0196078431372549,0.0481927710843374,1,0.716845878136201,1,0,0.283154121863799,0.8025,0.0566612034652307
"Aechmea_nudicaulis_C_010",0.01184798,0.00846599,0.008496,0.01620776,0.0104403,0.00854705,0.6225,1.245,1.54327402457364,0,0.325,"svmk",4,1,4,200,0.0607926386085298,0.387721772773368,"spec_sens",0.0196078431372549,0.0287769784172662,1,0.597014925373134,1,0,0.402985074626866,0.6625,0.0185317177476836
"Aechmea_nudicaulis_C_020",0.37027037,0.07397407,0.07397407,-1e-04,0.14804815,0.14804815,0.899285714285714,1.79857142857143,1.87489773176373,0,0.65,"bioclim",1,1,7,200,0.306139083746657,7.25442936145978e-06,"spec_sens",0.0338164251207729,0.0909090909090909,1,0.740740740740741,1,0,0.259259259259259,0.825,0.111587982832618
"Aechmea_nudicaulis_C_020",0.04578269,0.04578269,0.02410233,0.03394877,0.04578269,0.02438769,0.831428571428571,1.66285714285714,1.45885292275083,0,0.647142857142857,"glm",1,1,7,200,0.111029656902277,0.111228949253409,"spec_sens",0.0338164251207729,NA,0.966183574879227,NA,0.5,0.5,NA,0.5,0
"Aechmea_nudicaulis_C_020",0.79387917,0.48425336,0.48425336,0.03393945,0.55422785,0.49290069,0.920714285714286,1.84142857142857,1.79274524830329,0,0.795,"maxent",1,1,7,200,0.330868221030246,1.11945566095e-06,"spec_sens",0.0338164251207729,0.145833333333333,1,0.829875518672199,1,0,0.170124481327801,0.8975,0.207784934192103
"Aechmea_nudicaulis_C_020",0.8567,0.5672,0.5672,0.03433333,0.63666667,0.56913333,0.892142857142857,1.78428571428571,1.51497215010167,0,0.765,"rf",1,1,7,200,0.264213184124643,0.000119606042542128,"spec_sens",0.0338164251207729,0.12962962962963,1,0.809716599190283,1,0,0.190283400809717,0.8825,0.180439727065959
"Aechmea_nudicaulis_C_020",0.01889104,0.01682226,0.01682226,0.03694749,0.01740972,0.01687346,0.927142857142857,1.85428571428571,1.16173424189158,0,0.765,"svmk",1,1,7,200,0.281964880488937,3.85455531097675e-05,"spec_sens",0.0338164251207729,0.12962962962963,1,0.809716599190283,1,0,0.190283400809717,0.8825,0.180439727065959
"Aechmea_nudicaulis_C_020",0.07397407,0.07397407,-1e-04,-1e-04,0.07397407,0.07397407,0.838928571428571,1.67785714285714,1.92015568029417,0,0.717142857142857,"bioclim",2,1,7,200,0.216186445516848,0.00175624515009241,"spec_sens",0.0338164251207729,0.176470588235294,0.994219653179191,0.859598853868195,0.857549857549857,0.142450142450142,0.140401146131805,0.858571428571429,0.250655348895269
"Aechmea_nudicaulis_C_020",0.08201986,0.03247971,0.01921786,0.03382126,0.03278259,0.01946672,0.853571428571429,1.70714285714286,1.41901125253744,0,0.597142857142857,"glm",2,1,7,200,0.175222238140918,0.0115595934460945,"spec_sens",0.0338164251207729,NA,0.966183574879227,NA,0.5,0.5,NA,0.5,0
"Aechmea_nudicaulis_C_020",0.5090238,0.37870078,0.08624491,0.03451056,0.37870078,0.09610649,0.851428571428571,1.70285714285714,1.47532396596893,0,0.662142857142857,"maxent",2,1,7,200,0.253191592589485,0.000232418975633563,"spec_sens",0.0338164251207729,0.133333333333333,0.993827160493827,0.814663951120163,0.849284099472494,0.150715900527506,0.185336048879837,0.831071428571429,0.182948490230906
"Aechmea_nudicaulis_C_020",0.65843333,0.4817,0.0079,0.0309,0.4817,0.0099,0.818928571428571,1.63785714285714,1.27174269265207,0,0.692142857142857,"rf",2,1,7,200,0.253470913770567,0.000228620842276358,"spec_sens",0.0338164251207729,0.153846153846154,0.994047619047619,0.838574423480084,0.85390796201607,0.14609203798393,0.161425576519916,0.846071428571429,0.215909090909091
"Aechmea_nudicaulis_C_020",0.02368534,0.01249881,0.00599027,0.03246585,0.0126125,0.0061917,0.661428571428571,1.32285714285714,1.05988818490205,0,0.319285714285714,"svmk",2,1,7,200,0.0973480375758601,0.162886334650103,"spec_sens",0.0338164251207729,0.0595238095238095,0.983739837398374,0.643915003219575,0.679230152365678,0.320769847634322,0.356084996780425,0.659642857142857,0.0506200101919484
"Aechmea_nudicaulis_C_020",0.14804815,0.14804815,-1e-04,-1e-04,0.14804815,0.07397407,0.848928571428571,1.69785714285714,1.93895995337398,0,0.722142857142857,"bioclim",3,1,7,200,0.302253533960831,9.58597809492622e-06,"spec_sens",0.0338164251207729,0.181818181818182,0.994252873563218,0.863930885529158,0.858256555634302,0.141743444365698,0.136069114470842,0.861071428571429,0.258633921719109
"Aechmea_nudicaulis_C_020",0.3780067,0.01756274,0.01765816,0.03401485,0.0246386,0.01774687,0.795714285714286,1.59142857142857,1.35691495306754,0,0.6,"glm",3,1,7,200,0.25131256897638,0.000259537303377606,"spec_sens",0.0338164251207729,NA,0.966183574879227,NA,0.5,0.5,NA,0.5,0
"Aechmea_nudicaulis_C_020",0.96793266,0.40443658,0.18074109,0.03248254,0.40443658,0.18138808,0.867857142857143,1.73571428571429,1.59327934959064,0,0.687142857142857,"maxent",3,1,7,200,0.269954289039121,8.36377305056273e-05,"spec_sens",0.0338164251207729,0.15,0.994011976047904,0.834492350486787,0.853157121879589,0.146842878120411,0.165507649513213,0.843571428571429,0.209837495910132
"Aechmea_nudicaulis_C_020",0.8097,0.6433,0.6433,0.03533333,0.64386667,0.64386667,0.897857142857143,1.79571428571429,1.54416881261553,0,0.81,"rf",3,1,7,200,0.293527029719546,1.76689222064338e-05,"spec_sens",0.0338164251207729,0.155555555555556,1,0.840336134453782,1,0,0.159663865546219,0.905,0.22380106571936
"Aechmea_nudicaulis_C_020",0.08679855,0.01540146,-0.00216687,0.02458672,0.01534323,-0.00089827,0.645714285714286,1.29142857142857,1.03405402830423,0,0.439285714285714,"svmk",3,1,7,200,0.19986027315211,0.00388608604437645,"spec_sens",0.0338164251207729,0.0833333333333333,0.986394557823129,0.722021660649819,0.717314487632509,0.282685512367491,0.277978339350181,0.719642857142857,0.0944047893161409
"Aechmea_nudicaulis_C_020",0.07397407,0.07397407,0.07397407,-1e-04,0.07397407,0.14804815,0.831428571428571,1.66285714285714,1.84674874173807,0,0.72,"bioclim",4,1,7,200,0.136627646677819,0.0496413810042095,"spec_sens",0.0338164251207729,0.111111111111111,1,0.78125,1,0,0.21875,0.86,0.148148148148148
"Aechmea_nudicaulis_C_020",0.02041129,0.02041129,0.02041129,0.03350164,0.02619945,0.0209357,0.791428571428571,1.58285714285714,1.31988556509735,0,0.655,"glm",4,1,7,200,0.0170398263506422,0.807468179188062,"spec_sens",0.0338164251207729,0,0.966019417475728,0,0.49874686716792,0.50125313283208,1,0.4975,-0.00852618757612507
"Aechmea_nudicaulis_C_020",0.51138421,0.51138421,0.51142104,0.03386285,0.51559128,0.51559128,0.897857142857143,1.79571428571429,1.72003736310917,0,0.84,"maxent",4,1,7,200,0.302452947741371,9.45076155821013e-06,"spec_sens",0.0338164251207729,0.179487179487179,1,0.862068965517241,1,0,0.137931034482759,0.92,0.262032085561497
"Aechmea_nudicaulis_C_020",0.86133333,0.607,0.607,0.0357,0.6483,0.6123,0.892857142857143,1.78571428571429,1.45735225932756,0,0.805,"rf",4,1,7,200,0.283773990145212,3.41933640812348e-05,"spec_sens",0.0338164251207729,0.152173913043478,1,0.836820083682008,1,0,0.163179916317992,0.9025,0.21826280623608
"Aechmea_nudicaulis_C_020",0.01966427,0.01321037,0.01329987,0.03839531,0.01606785,0.01340725,0.851428571428571,1.70285714285714,1.13393898193979,0,0.61,"svmk",4,1,7,200,0.316279740171002,3.43964535521578e-06,"spec_sens",0.0338164251207729,0.0823529411764706,1,0.719424460431655,1,0,0.280575539568345,0.805,0.0956648370113139
"Aechmea_nudicaulis_C_050",0.19037619,0.06339206,-1e-04,0.06339206,0.0951381,0.06339206,0.756875,1.51375,1.70902593784945,0,0.495,"bioclim",1,1,16,200,0.231922263683081,0.000590950713714058,"spec_sens",0.0740740740740741,0.155555555555556,0.984126984126984,0.697211155378486,0.832214765100671,0.167785234899329,0.302788844621514,0.7475,0.158273381294964
"Aechmea_nudicaulis_C_050",0.1103579,0.07915594,0.04486414,0.07489803,0.08102256,0.05870836,0.8653125,1.730625,1.3585348819663,0,0.665,"glm",1,1,16,200,0.318645928526472,1.7428471325635e-06,"spec_sens",0.0740740740740741,1,0.930232558139535,1,0.516129032258065,0.483870967741935,0,0.53125,0.109890109890111
"Aechmea_nudicaulis_C_050",0.84139677,0.41365253,0.16668958,0.0702401,0.46877365,0.29287918,0.9065625,1.813125,1.53502081826483,0,0.7,"maxent",1,1,16,200,0.45793289714543,1.35438349666096e-12,"spec_sens",0.0740740740740741,0.285714285714286,0.988023952095808,0.833333333333333,0.868421052631579,0.131578947368421,0.166666666666667,0.85,0.359204618345093
"Aechmea_nudicaulis_C_050",0.6053,0.5125,0.1083,0.07456667,0.53673333,0.3757,0.863125,1.72625,1.25725973194698,0,0.655,"rf",1,1,16,200,0.361700475344958,4.46439880979996e-08,"spec_sens",0.0740740740740741,0.241379310344828,0.987341772151899,0.799086757990868,0.861878453038674,0.138121546961326,0.200913242009132,0.8275,0.296715741789354
"Aechmea_nudicaulis_C_050",0.05183944,0.01568295,-0.00070526,0.07109875,0.01835675,0.00653525,0.779375,1.55875,1.09726169492431,0,0.465,"svmk",1,1,16,200,0.419977275342708,1.22121607405484e-10,"spec_sens",0.0740740740740741,0.145833333333333,0.983333333333333,0.680933852140078,0.825174825174825,0.174825174825175,0.319066147859922,0.7325,0.140909090909091
