"species","algoritmo","AUC","TSS","pROC","omission"
"Aechmea_nudicaulis_C_010","glm",0.7953125,0.67375,1.4127225014263,NA
"Aechmea_nudicaulis_C_020","glm",0.818035714285714,0.624821428571429,1.38866617336329,1
"Aechmea_nudicaulis_C_050","glm",0.80375,0.59875,1.29498787776697,0.75
"Aechmea_nudicaulis_C_100","glm",0.807575757575758,0.552310606060606,1.24429159082557,0.163628269287899
"Aechmea_nudicaulis_N_010","glm",0.7303125,0.52125,1.30273043027845,NA
"Aechmea_nudicaulis_N_020","glm",0.752678571428572,0.502857142857143,1.27745736398847,1
"Aechmea_nudicaulis_N_050","glm",0.79860294117647,0.529852941176471,1.27295636848168,0.349757622145682
"Aechmea_nudicaulis_N_100","glm",0.769507575757576,0.491704545454546,1.1743757410804,0.160144744593117
"Billbergia_amoena_C_010","glm",0.681666666666667,0.48875,1.39743763523217,NA
"Billbergia_amoena_C_020","glm",0.47625,0.11875,1.23062742636027,NA
"Billbergia_amoena_C_050","glm",0.6475,0.38,1.31264432924768,NA
"Billbergia_amoena_C_100","glm",0.7893125,0.49875,1.24829315538585,0
"Billbergia_amoena_N_010","glm",0.625625,0.49875,1.41848195300525,NA
"Billbergia_amoena_N_020","glm",0.7184375,0.53625,1.36191553387654,NA
"Billbergia_amoena_N_050","glm",0.68725,0.39125,1.29391341896726,NA
"Billbergia_amoena_N_100","glm",0.73225,0.43875,1.22284947194082,0.440559440559441
"Billbergia_distachia_C_010","glm",0.49875,0.1075,1.40868937689508,NA
"Billbergia_distachia_C_020","glm",0.5,0.07375,1.41140073734949,NA
"Billbergia_distachia_C_050","glm",0.769125,0.48,1.42645614933489,NA
"Billbergia_distachia_C_100","glm",0.779285714285714,0.477738095238095,1.47879103895819,0.309981621005793
"Billbergia_distachia_N_010","glm",0.630625,0.425,1.39104544296818,NA
"Billbergia_distachia_N_020","glm",0.58875,0.32375,1.34961846890811,NA
"Billbergia_distachia_N_050","glm",0.702625,0.38875,1.29195160608056,1
"Billbergia_distachia_N_100","glm",0.758035714285714,0.475654761904762,1.45988938971315,0.0950226244343891
"Billbergia_euphemiae_C_010","glm",0.932634730538922,0.931137724550898,1.488472895124,NA
"Billbergia_euphemiae_C_020","glm",0.419583333333333,0.0775,1.18517404212835,NA
"Billbergia_euphemiae_C_050","glm",0.649166666666667,0.365833333333333,1.27529269963787,NA
"Billbergia_euphemiae_C_100","glm",0.727613636363637,0.481022727272727,1.22607278170435,NA
"Billbergia_euphemiae_N_010","glm",0.7825,0.78125,1.49704039692749,NA
"Billbergia_euphemiae_N_020","glm",0.88,0.79875,1.55249569527189,NA
"Billbergia_euphemiae_N_050","glm",0.737083333333334,0.5025,1.31849613301055,NA
"Billbergia_euphemiae_N_100","glm",0.736818181818182,0.4375,1.2369985701622,NA
"Billbergia_zebrina_C_010","glm",0.45,0.19625,1.23675625071981,NA
"Billbergia_zebrina_C_020","glm",0.794583333333334,0.670833333333334,1.36446188586686,NA
"Billbergia_zebrina_C_050","glm",0.7009375,0.50375,1.26213273387365,NA
"Billbergia_zebrina_C_100","glm",0.783083333333333,0.554166666666666,1.24857708352093,0.0697674418604651
"Billbergia_zebrina_N_010","glm",0.475,0.05,1.2651046391939,NA
"Billbergia_zebrina_N_020","glm",0.547083333333333,0.345416666666667,1.42953645161483,NA
"Billbergia_zebrina_N_050","glm",0.6721875,0.37125,1.23681965878569,NA
"Billbergia_zebrina_N_100","glm",0.7625,0.520833333333333,1.20997273476307,1
"Cattleya_coccinea_C_010","glm",0.836875,0.73375,1.59714903670394,NA
"Cattleya_coccinea_C_020","glm",0.852083333333334,0.703333333333333,1.40052688222961,0
"Cattleya_coccinea_C_050","glm",0.8653125,0.66125,1.39747526597662,0.346153846153846
"Cattleya_coccinea_C_100","glm",0.869,0.624583333333333,1.30395291017758,0.0174418604651163
"Cattleya_coccinea_N_010","glm",0.51875,0.21375,1.3819870443257,NA
"Cattleya_coccinea_N_020","glm",0.917083333333333,0.8525,1.63761580542657,NA
"Cattleya_coccinea_N_050","glm",0.89734375,0.69875,1.46863643100834,0
"Cattleya_coccinea_N_100","glm",0.873166666666667,0.656666666666667,1.32102296737794,0.3061481170929
"Christensonella_subulata_C_010","glm",0.575625,0.19375,1.46394927924969,NA
"Christensonella_subulata_C_020","glm",0.469166666666667,0.0354166666666667,1.19918221965959,NA
"Christensonella_subulata_C_050","glm",0.570625,0.1725,1.26868358992222,NA
"Christensonella_subulata_C_100","glm",0.766875,0.504375,1.24415485821998,1
"Christensonella_subulata_N_010","glm",0.525,0.2925,1.4337940578831,NA
"Christensonella_subulata_N_020","glm",0.478333333333333,0.381666666666667,1.27981907968961,NA
"Christensonella_subulata_N_050","glm",0.7921875,0.5475,1.3342151478527,NA
"Christensonella_subulata_N_100","glm",0.7159375,0.4125,1.20461831915791,0.305555555555556
"Codonanthe_devosiana_C_010","glm",0.615,0.47625,1.26828829128711,NA
"Codonanthe_devosiana_C_020","glm",0.8125,0.74375,1.49535432428023,NA
"Codonanthe_devosiana_C_050","glm",0.7540625,0.51125,1.26587945731217,1
"Codonanthe_devosiana_C_100","glm",0.760714285714285,0.552321428571429,1.34698995219132,1
"Codonanthe_devosiana_N_010","glm",0.734375,0.635,1.5099913794232,NA
"Codonanthe_devosiana_N_020","glm",0.661666666666667,0.505416666666667,1.39137344536778,NA
"Codonanthe_devosiana_N_050","glm",0.76125,0.53875,1.4707254550016,NA
"Codonanthe_devosiana_N_100","glm",0.812053571428571,0.586607142857143,1.3197578212336,0.688473520249221
"Codonanthe_gracilis_C_010","glm",0.531875,0.4475,1.31137872699574,NA
"Codonanthe_gracilis_C_020","glm",0.820833333333334,0.7425,1.40052023998097,1
"Codonanthe_gracilis_C_050","glm",0.8453125,0.72625,1.42068864288892,0
"Codonanthe_gracilis_C_100","glm",0.823333333333333,0.5925,1.30017831526563,0.113410783929345
"Codonanthe_gracilis_N_010","glm",0.78375,0.73125,1.44131990588984,NA
"Codonanthe_gracilis_N_020","glm",0.88875,0.744166666666667,1.44558751877048,NA
"Codonanthe_gracilis_N_050","glm",0.8878125,0.73375,1.40769262675931,0.259615384615385
"Codonanthe_gracilis_N_100","glm",0.8665,0.695416666666666,1.32512639631405,0.106082987153576
"Dichaea_cogniauxiana_C_010","glm",0.54875,0.37,1.294882947822,NA
"Dichaea_cogniauxiana_C_020","glm",0.8875,0.79875,1.48260059017082,NA
"Dichaea_cogniauxiana_C_050","glm",0.838035714285714,0.651071428571429,1.3791850338658,NA
"Dichaea_cogniauxiana_C_100","glm",0.848,0.615833333333333,1.28717300963564,0.096528496520491
"Dichaea_cogniauxiana_N_010","glm",0.828125,0.725,1.47828488391752,NA
"Dichaea_cogniauxiana_N_020","glm",0.882083333333333,0.7625,1.39945628275706,NA
"Dichaea_cogniauxiana_N_050","glm",0.78484375,0.58875,1.32789181713148,1
"Dichaea_cogniauxiana_N_100","glm",0.849910714285715,0.630535714285714,1.28389116004987,0.353970675480973
"Edmundoa_lindenii_C_010","glm",0.66125,0.4725,1.30198221503398,NA
"Edmundoa_lindenii_C_020","glm",0.814583333333333,0.7125,1.33798439036851,NA
"Edmundoa_lindenii_C_050","glm",0.860535714285714,0.693571428571429,1.37215598275764,NA
"Edmundoa_lindenii_C_100","glm",0.846346153846154,0.683846153846154,1.32167217835799,1
"Edmundoa_lindenii_N_010","glm",0.75,0.74,1.56393730746499,NA
"Edmundoa_lindenii_N_020","glm",0.867916666666667,0.73875,1.37133070007039,NA
"Edmundoa_lindenii_N_050","glm",0.780714285714286,0.599821428571429,1.36499809946215,NA
"Edmundoa_lindenii_N_100","glm",0.796442307692308,0.566826923076923,1.28666524462263,1
"Encyclia_patens_C_010","glm",0.56875,0.29125,1.25301933412986,NA
"Encyclia_patens_C_020","glm",0.679583333333333,0.437083333333333,1.34793806079983,NA
"Encyclia_patens_C_050","glm",0.74578125,0.49625,1.25874166344511,NA
"Encyclia_patens_C_100","glm",0.773333333333333,0.4925,1.22989186148705,0.666666666666667
"Encyclia_patens_N_010","glm",0.5,0,NA,NA
"Encyclia_patens_N_020","glm",0.5525,0.15625,1.42404942262139,NA
"Encyclia_patens_N_050","glm",0.8040625,0.595,1.33721571219667,NA
"Encyclia_patens_N_100","glm",0.777333333333333,0.55875,1.28354211813149,1
"Gomesa_ranifera_C_010","glm",0.924375,0.8825,1.62988638571367,1
"Gomesa_ranifera_C_020","glm",0.9053125,0.775,1.58324838165623,0
"Gomesa_ranifera_C_050","glm",0.861,0.705,1.49074287694327,0.099033816425121
"Gomesa_ranifera_C_100","glm",0.921118421052632,0.756776315789474,1.55614343786934,0.060037528213368
"Gomesa_ranifera_N_010","glm",0.689375,0.53625,1.44408679461248,NA
"Gomesa_ranifera_N_020","glm",0.8965625,0.79125,1.61562627260241,0.0196078431372549
"Gomesa_ranifera_N_050","glm",0.881805555555556,0.659166666666667,1.5290138587224,0.295918367346939
"Gomesa_ranifera_N_100","glm",0.934342105263158,0.80046052631579,1.52442068018449,0.042277001777055
"Hatiora_salicornioides_C_010","glm",0.807083333333333,0.683333333333333,1.44230806944057,NA
"Hatiora_salicornioides_C_020","glm",0.85925,0.72875,1.53611134634854,NA
"Hatiora_salicornioides_C_050","glm",0.8271875,0.57875,1.46566831919255,0.514150943396226
"Hatiora_salicornioides_C_100","glm",0.86734375,0.626666666666667,1.3705598344547,0.0581459116165654
"Hatiora_salicornioides_N_010","glm",0.445416666666666,0.157083333333333,1.34104095952627,NA
"Hatiora_salicornioides_N_020","glm",0.8705,0.74875,1.53480313439231,NA
"Hatiora_salicornioides_N_050","glm",0.845833333333333,0.628333333333334,1.48671965657107,0.369047619047619
"Hatiora_salicornioides_N_100","glm",0.859947916666667,0.6325,1.41980551002468,0.0957078591131254
"Nematanthus_crassifolius_C_010","glm",0.613125,0.415,1.40783617748227,NA
"Nematanthus_crassifolius_C_020","glm",0.642916666666667,0.3975,1.35871160764144,NA
"Nematanthus_crassifolius_C_050","glm",0.745,0.519583333333333,1.40278762827926,NA
"Nematanthus_crassifolius_C_100","glm",0.714134615384615,0.431730769230769,1.4170458933548,NA
"Nematanthus_crassifolius_N_010","glm",0.50375,0.1075,1.27682022320619,NA
"Nematanthus_crassifolius_N_020","glm",0.454166666666667,0.0545833333333332,1.10423162308309,NA
"Nematanthus_crassifolius_N_050","glm",0.685833333333334,0.455,1.33956509562075,NA
"Nematanthus_crassifolius_N_100","glm",0.629134615384615,0.338942307692308,1.23307646254518,NA
"Nidularium_innocentii_C_010","glm",0.794166666666667,0.68625,1.36568272654961,NA
"Nidularium_innocentii_C_020","glm",0.84,0.68,1.48644032389314,NA
"Nidularium_innocentii_C_050","glm",0.88125,0.694166666666667,1.44156387260029,0.717514124293785
"Nidularium_innocentii_C_100","glm",0.908541666666667,0.715833333333333,1.41471368805356,0.081067869633507
"Nidularium_innocentii_N_010","glm",0.806666666666667,0.67125,1.40174168344696,NA
"Nidularium_innocentii_N_020","glm",0.8305,0.64875,1.47253651798743,NA
"Nidularium_innocentii_N_050","glm",0.849583333333333,0.657083333333333,1.42027347691744,1
"Nidularium_innocentii_N_100","glm",0.887336956521739,0.676413043478261,1.35258053804611,0.12206345363649
"Nidularium_procerum_C_010","glm",0.80875,0.75,1.55435909881185,NA
"Nidularium_procerum_C_020","glm",0.695,0.51625,1.33511842130662,NA
"Nidularium_procerum_C_050","glm",0.853472222222222,0.699444444444445,1.34925611616194,1
"Nidularium_procerum_C_100","glm",0.867916666666666,0.636666666666667,1.28926461186612,0.123030825489078
"Nidularium_procerum_N_010","glm",0.59375,0.29375,1.64918892467909,NA
"Nidularium_procerum_N_020","glm",0.9521875,0.90625,1.68821396161882,NA
"Nidularium_procerum_N_050","glm",0.815416666666666,0.586111111111111,1.33744428827274,1
"Nidularium_procerum_N_100","glm",0.867638888888889,0.640277777777778,1.31720884257502,0.694189602446483
"Peperomia_tetraphylla_C_010","glm",0.87875,0.746666666666667,1.48529672567587,1
"Peperomia_tetraphylla_C_020","glm",0.855416666666667,0.66875,1.3448394194108,0.526785714285714
"Peperomia_tetraphylla_C_050","glm",0.899776785714286,0.702678571428571,1.34702436619754,0.113607024504768
"Peperomia_tetraphylla_C_100","glm",0.912745535714286,0.736428571428571,1.29910316551755,0.098276615112444
"Peperomia_tetraphylla_N_010","glm",0.832291666666667,0.64875,1.44438991678191,1
"Peperomia_tetraphylla_N_020","glm",0.881875,0.700416666666667,1.39467872201734,0.5
"Peperomia_tetraphylla_N_050","glm",0.906785714285714,0.712857142857143,1.3596367451552,0.0684357272859864
"Peperomia_tetraphylla_N_100","glm",0.86828125,0.621607142857143,1.25668718543392,0.101388027384239
"Pleiochiton_blepharodes_C_010","glm",0.52375,0.3225,1.34175466233672,NA
"Pleiochiton_blepharodes_C_020","glm",0.8803125,0.75125,1.45846677013224,0.673202614379085
"Pleiochiton_blepharodes_C_050","glm",0.868611111111111,0.694444444444444,1.35636433747564,0.5
"Pleiochiton_blepharodes_C_100","glm",0.829583333333333,0.598333333333333,1.30359763227898,0.055045871559633
"Pleiochiton_blepharodes_N_010","glm",0.62,0.27125,1.3359942806729,NA
"Pleiochiton_blepharodes_N_020","glm",0.7890625,0.57125,1.36304626332413,NA
"Pleiochiton_blepharodes_N_050","glm",0.846666666666666,0.628055555555556,1.33119694402851,1
"Pleiochiton_blepharodes_N_100","glm",0.819097222222222,0.560138888888889,1.24897872204802,0.0418770027654624
"Rhipsalis_elliptica_C_010","glm",0.5425,0.1675,1.23743761536884,NA
"Rhipsalis_elliptica_C_020","glm",0.645,0.4325,1.33305435719548,NA
"Rhipsalis_elliptica_C_050","glm",0.795625,0.5525,1.41094790631782,NA
"Rhipsalis_elliptica_C_100","glm",0.7825,0.504583333333333,1.26660843982256,0.0337078651685393
"Rhipsalis_elliptica_N_010","glm",0.658125,0.56,1.43078200877485,NA
"Rhipsalis_elliptica_N_020","glm",0.704583333333333,0.549166666666667,1.34486784170271,NA
"Rhipsalis_elliptica_N_050","glm",0.80921875,0.5625,1.37222438690082,0
"Rhipsalis_elliptica_N_100","glm",0.7625,0.445416666666667,1.28552230532729,0.0465116279069767
"Rhipsalis_lindbergiana_C_010","glm",0.6,0.4175,1.40308469524755,NA
"Rhipsalis_lindbergiana_C_020","glm",0.3075,0.12625,1.19272490946557,NA
"Rhipsalis_lindbergiana_C_050","glm",0.722083333333334,0.499583333333333,1.23016339628098,NA
"Rhipsalis_lindbergiana_C_100","glm",0.608020833333333,0.282916666666667,1.19718084542426,NA
"Rhipsalis_lindbergiana_N_010","glm",0.473125,0.07875,1.19340804056028,NA
"Rhipsalis_lindbergiana_N_020","glm",0.43875,0.0883333333333332,1.24601965518628,NA
"Rhipsalis_lindbergiana_N_050","glm",0.770833333333333,0.610833333333333,1.26852502706928,NA
"Rhipsalis_lindbergiana_N_100","glm",0.639615384615384,0.357019230769231,1.20537478559717,NA
"Rhipsalis_pachyptera_C_010","glm",0.71375,0.7125,1.25042256212291,NA
"Rhipsalis_pachyptera_C_020","glm",0.784375,0.66625,1.44532944319988,NA
"Rhipsalis_pachyptera_C_050","glm",0.699166666666667,0.49875,1.33474063432165,NA
"Rhipsalis_pachyptera_C_100","glm",0.762727272727272,0.592272727272727,1.33961967251392,1
"Rhipsalis_pachyptera_N_010","glm",0.6,0.475,1.24261400257766,NA
"Rhipsalis_pachyptera_N_020","glm",0.69625,0.560416666666667,1.50733837365669,NA
"Rhipsalis_pachyptera_N_050","glm",0.731041666666666,0.558333333333333,1.50249016197003,NA
"Rhipsalis_pachyptera_N_100","glm",0.825113636363636,0.616818181818182,1.36276111770312,1
"Rhipsalis_teres_C_010","glm",0.763333333333333,0.6375,1.34386376442446,1
"Rhipsalis_teres_C_020","glm",0.820416666666667,0.61375,1.50785277822205,1
"Rhipsalis_teres_C_050","glm",0.83325,0.6375,1.37496641378567,0.689922480620155
"Rhipsalis_teres_C_100","glm",0.849956896551724,0.594094827586207,1.30565435482015,0.108967193375651
"Rhipsalis_teres_N_010","glm",0.662916666666666,0.497083333333333,1.39070340442894,NA
"Rhipsalis_teres_N_020","glm",0.812708333333333,0.611666666666666,1.42220643621573,NA
"Rhipsalis_teres_N_050","glm",0.842410714285714,0.606964285714286,1.35793922783011,0.00760043431053203
"Rhipsalis_teres_N_100","glm",0.856919642857143,0.630178571428571,1.33340031335133,0.143618273872601
"Vriesea_ensiformis_C_010","glm",0.69875,0.58,1.44884269021379,NA
"Vriesea_ensiformis_C_020","glm",0.91875,0.829166666666667,1.61294730963203,NA
"Vriesea_ensiformis_C_050","glm",0.89515625,0.75,1.41651409744939,0.518518518518518
"Vriesea_ensiformis_C_100","glm",0.925166666666667,0.78125,1.39111264764497,0.0653930714855171
"Vriesea_ensiformis_N_010","glm",0.53125,0.15625,1.36496972719074,NA
"Vriesea_ensiformis_N_020","glm",0.883333333333333,0.779166666666667,1.43020611610914,NA
"Vriesea_ensiformis_N_050","glm",0.8884375,0.6975,1.37074076651463,0
"Vriesea_ensiformis_N_100","glm",0.876083333333334,0.660833333333333,1.34659327234943,0.132936401268749
"Vriesea_flammea_C_010","glm",0.8875,0.78875,1.67898444310371,NA
"Vriesea_flammea_C_020","glm",0.79375,0.6675,1.63566424405865,NA
"Vriesea_flammea_C_050","glm",0.901041666666667,0.807083333333333,1.59211098936732,1
"Vriesea_flammea_C_100","glm",0.845208333333333,0.652083333333333,1.63808806908054,1
"Vriesea_flammea_N_010","glm",0.90375,0.8875,1.72178579408452,NA
"Vriesea_flammea_N_020","glm",0.726666666666666,0.614583333333333,1.55100672752571,1
"Vriesea_flammea_N_050","glm",0.898125,0.758333333333333,1.63468424799985,0.029126213592233
"Vriesea_flammea_N_100","glm",0.900416666666667,0.745416666666667,1.62629875972849,0.5
"Vriesea_friburgensis_C_010","glm",0.5125,0.32875,1.42307929529568,NA
"Vriesea_friburgensis_C_020","glm",0.90875,0.84,1.50690442290336,NA
"Vriesea_friburgensis_C_050","glm",0.90953125,0.77375,1.54117864627122,1
"Vriesea_friburgensis_C_100","glm",0.934416666666666,0.801666666666667,1.43090858276783,0.298322353233086
"Vriesea_friburgensis_N_010","glm",0.649375,0.37625,1.55287837230676,NA
"Vriesea_friburgensis_N_020","glm",0.8275,0.74,1.61416195034199,NA
"Vriesea_friburgensis_N_050","glm",0.91796875,0.7675,1.54153736202493,0.358024691358025
"Vriesea_friburgensis_N_100","glm",0.91984375,0.78625,1.40152431028354,0.384469696969697
"Vriesea_incurvata_C_010","glm",0.70875,0.580416666666667,1.31800617623669,NA
"Vriesea_incurvata_C_020","glm",0.731458333333334,0.523333333333333,1.46173012497002,NA
"Vriesea_incurvata_C_050","glm",0.790178571428572,0.523571428571428,1.28971440821593,1
"Vriesea_incurvata_C_100","glm",0.820324074074074,0.569398148148148,1.29908056504667,0.124985081218388
"Vriesea_incurvata_N_010","glm",0.5325,0.305833333333333,1.44270925031978,NA
"Vriesea_incurvata_N_020","glm",0.83125,0.6675,1.31329550655583,NA
"Vriesea_incurvata_N_050","glm",0.770288461538462,0.489615384615384,1.27676397715751,1
"Vriesea_incurvata_N_100","glm",0.789212962962963,0.473055555555556,1.25227615779438,0.107253520165527
"Vriesea_rodigasiana_C_010","glm",0.87625,0.705,1.33893897390498,NA
"Vriesea_rodigasiana_C_020","glm",0.86875,0.762916666666667,1.33480053011567,NA
"Vriesea_rodigasiana_C_050","glm",0.893125,0.76125,1.55467735972433,NA
"Vriesea_rodigasiana_C_100","glm",0.835454545454545,0.665,1.45315732233932,1
"Vriesea_rodigasiana_N_010","glm",0.80625,0.80625,1.56049540422687,NA
"Vriesea_rodigasiana_N_020","glm",0.947083333333333,0.8875,1.41617440174542,1
"Vriesea_rodigasiana_N_050","glm",0.833541666666667,0.677916666666667,1.47789674134385,NA
"Vriesea_rodigasiana_N_100","glm",0.838977272727273,0.668522727272727,1.37193105989084,1
"Vriesea_vagans_C_010","glm",0.5,0,NA,NA
"Vriesea_vagans_C_020","glm",0.660416666666666,0.485833333333334,1.37716843666825,NA
"Vriesea_vagans_C_050","glm",0.824821428571429,0.624821428571429,1.48909300866671,NA
"Vriesea_vagans_C_100","glm",0.781442307692308,0.497403846153846,1.41428475421315,NA
"Vriesea_vagans_N_010","glm",0.751875,0.62625,1.82238108008151,NA
"Vriesea_vagans_N_020","glm",0.865833333333333,0.7275,1.56787527727018,NA
"Vriesea_vagans_N_050","glm",0.79,0.544821428571429,1.54903039297252,NA
"Vriesea_vagans_N_100","glm",0.849903846153846,0.626538461538461,1.44398398224907,0.75
"Acianthera_sonderiana_C_010","maxent",0.595625,0.38625,1.54068343853059,0.171528991841492
"Acianthera_sonderiana_C_020","maxent",0.657083333333333,0.54,1.47085632464775,0.222776276151263
"Acianthera_sonderiana_C_050","maxent",0.831041666666667,0.602916666666667,1.71313687701042,0.24991466539483
"Acianthera_sonderiana_C_100","maxent",0.90125,0.722596153846154,1.70501347220837,0.164895795105373
"Acianthera_sonderiana_N_010","maxent",0.394375,0.2675,1.27153413175558,0.398108311576336
"Acianthera_sonderiana_N_020","maxent",0.86,0.77,1.60820272065333,0.184886655836758
"Acianthera_sonderiana_N_050","maxent",0.859791666666667,0.733333333333333,1.71490368264177,0.181840279165296
"Acianthera_sonderiana_N_100","maxent",0.922211538461538,0.771826923076923,1.68716189051655,0.13996450794914
"Aechmea_distichantha_C_010","maxent",0.795,0.68625,1.46044945710201,0.230865328293473
"Aechmea_distichantha_C_020","maxent",0.80375,0.6475,1.27597910659177,0.14841855530527
"Aechmea_distichantha_C_050","maxent",0.904903846153846,0.743846153846154,1.50168643600644,0.150219835815321
"Aechmea_distichantha_C_100","maxent",0.893701923076923,0.680673076923077,1.53199078987603,0.150198723921201
"Aechmea_distichantha_N_010","maxent",0.747083333333334,0.599583333333333,1.48053668329319,0.205952005785899
"Aechmea_distichantha_N_020","maxent",0.87625,0.83875,1.47358647720506,0.138719623042132
"Aechmea_distichantha_N_050","maxent",0.868173076923077,0.691346153846154,1.33114754379669,0.187230549041982
"Aechmea_distichantha_N_100","maxent",0.88326923076923,0.684326923076923,1.41137371728026,0.202783098789407
"Aechmea_lamarchei_C_010","maxent",0.29125,0.04125,1.07357317724945,0.489232725442998
"Aechmea_lamarchei_C_020","maxent",0.71,0.528333333333334,1.34844204962381,0.239006935056526
"Aechmea_lamarchei_C_050","maxent",0.823333333333333,0.629166666666667,1.27354465969187,0.146987386453989
"Aechmea_lamarchei_C_100","maxent",0.850833333333333,0.659583333333333,1.24339388989646,0.158829716302077
"Aechmea_lamarchei_N_010","maxent",0.8625,0.8625,1.52518208850485,0.102856757589767
"Aechmea_lamarchei_N_020","maxent",0.82375,0.72875,1.51975206982437,0.207321731122456
"Aechmea_lamarchei_N_050","maxent",0.762916666666667,0.516666666666666,1.36665214878228,0.296551630020598
"Aechmea_lamarchei_N_100","maxent",0.83125,0.59,1.41674518031358,0.244173807388374
"Aechmea_nudicaulis_C_010","maxent",0.7953125,0.66125,1.42112626556609,0.22224654702822
"Aechmea_nudicaulis_C_020","maxent",0.884464285714286,0.746071428571428,1.64534648174301,0.164724803550903
"Aechmea_nudicaulis_C_050","maxent",0.8828125,0.67625,1.47375529253591,0.185105658939962
"Aechmea_nudicaulis_C_100","maxent",0.912727272727272,0.708560606060606,1.54535623186009,0.13716371175781
"Aechmea_nudicaulis_N_010","maxent",0.7909375,0.58875,1.41380099378087,0.17057454337972
"Aechmea_nudicaulis_N_020","maxent",0.810892857142857,0.565357142857143,1.45667362642576,0.267679777397824
"Aechmea_nudicaulis_N_050","maxent",0.850294117647059,0.621176470588235,1.50868235828016,0.24863455704976
"Aechmea_nudicaulis_N_100","maxent",0.874810606060606,0.614810606060606,1.53960277716977,0.212781619860984
"Billbergia_amoena_C_010","maxent",0.691666666666667,0.555,1.44419689044789,0.302154197391105
"Billbergia_amoena_C_020","maxent",0.7421875,0.50875,1.8204097991499,0.305988568879221
"Billbergia_amoena_C_050","maxent",0.809125,0.57,1.60135561183807,0.243797235834218
"Billbergia_amoena_C_100","maxent",0.8475625,0.61375,1.54228141086575,0.203312705152624
"Billbergia_amoena_N_010","maxent",0.64,0.5175,1.42100204389176,0.19291494237196
"Billbergia_amoena_N_020","maxent",0.7946875,0.59625,1.75341246940273,0.149483492819093
"Billbergia_amoena_N_050","maxent",0.802125,0.58125,1.59134658319709,0.262568991580463
"Billbergia_amoena_N_100","maxent",0.799,0.53375,1.36437998219047,0.282600761417597
"Billbergia_distachia_C_010","maxent",0.50625,0.24,1.44209376860961,0.268830387711668
"Billbergia_distachia_C_020","maxent",0.686875,0.415,1.57230460298309,0.356464613817555
"Billbergia_distachia_C_050","maxent",0.78975,0.55125,1.43497441212591,0.284181074728742
"Billbergia_distachia_C_100","maxent",0.872083333333333,0.644702380952381,1.62328593054644,0.206352310600228
"Billbergia_distachia_N_010","maxent",0.795,0.67375,1.52306511234352,0.23394521158506
"Billbergia_distachia_N_020","maxent",0.72375,0.51,1.54699533045851,0.202012529683207
"Billbergia_distachia_N_050","maxent",0.800125,0.585,1.38787809040686,0.24213562620613
"Billbergia_distachia_N_100","maxent",0.873333333333334,0.645892857142857,1.56878954287792,0.195568337666262
"Billbergia_euphemiae_C_010","maxent",0.883233532934132,0.883233532934132,1.48302364773819,0.0863115181428964
"Billbergia_euphemiae_C_020","maxent",0.425,0.185,1.22738551042599,0.44634917407476
"Billbergia_euphemiae_C_050","maxent",0.743125,0.494166666666667,1.21435105797736,0.260351831118977
"Billbergia_euphemiae_C_100","maxent",0.811477272727273,0.596590909090909,1.38477065235843,0.253142513121225
"Billbergia_euphemiae_N_010","maxent",0.76875,0.76875,1.51934351979271,0.162227121102941
"Billbergia_euphemiae_N_020","maxent",0.879375,0.7975,1.56204693793515,0.0780864385243821
"Billbergia_euphemiae_N_050","maxent",0.778125,0.556666666666666,1.26321846801261,0.272230220141981
"Billbergia_euphemiae_N_100","maxent",0.785113636363637,0.54875,1.32625253367772,0.205053382773005
"Billbergia_zebrina_C_010","maxent",0.501875,0.34875,1.34162875597761,0.304885764680061
"Billbergia_zebrina_C_020","maxent",0.7575,0.664583333333334,1.74696084757722,0.16144331312588
"Billbergia_zebrina_C_050","maxent",0.80375,0.5575,1.81245123833667,0.22204402377092
"Billbergia_zebrina_C_100","maxent",0.797916666666666,0.529166666666667,1.74796652432857,0.236128207702185
"Billbergia_zebrina_N_010","maxent",0.42625,0.11,1.19927015425331,0.467923728477818
"Billbergia_zebrina_N_020","maxent",0.532916666666667,0.335416666666666,1.44988457820257,0.250518007449532
"Billbergia_zebrina_N_050","maxent",0.7471875,0.515,1.30888680791947,0.264584931568841
"Billbergia_zebrina_N_100","maxent",0.796833333333333,0.503333333333334,1.6116358751839,0.300106014357294
"Cattleya_coccinea_C_010","maxent",0.7875,0.715,1.64479400016768,0.130002563796371
"Cattleya_coccinea_C_020","maxent",0.857083333333333,0.742083333333333,1.54944071229011,0.0939841446539846
"Cattleya_coccinea_C_050","maxent",0.885625,0.70625,1.45174811307903,0.109096470765049
"Cattleya_coccinea_C_100","maxent",0.873833333333333,0.665416666666667,1.45743298412472,0.155956463725032
"Cattleya_coccinea_N_010","maxent",0.438125,0.1875,1.37592614245382,0.424697290661146
"Cattleya_coccinea_N_020","maxent",0.916666666666667,0.8625,1.63768269494301,0.116742309792666
"Cattleya_coccinea_N_050","maxent",0.898125,0.69125,1.45344629539494,0.0990141127149392
"Cattleya_coccinea_N_100","maxent",0.882583333333333,0.670833333333333,1.36285715733602,0.123796125627596
"Christensonella_subulata_C_010","maxent",0.520625,0.2125,1.32885912726367,0.429825987965523
"Christensonella_subulata_C_020","maxent",0.61875,0.36,1.40491076286614,0.225004545951466
"Christensonella_subulata_C_050","maxent",0.80140625,0.56375,1.68235005188599,0.226368228586652
