"sp","algo","M1","M2","good","bad","total","mod"
"Nematanthus_crassifolius_C_050","rf",0.187,2.46052631578947,187,76,1000,"raw_mean"
"Nematanthus_crassifolius_C_050","svmk",0.125,0.568181818181818,125,220,1000,"raw_mean"
"Nematanthus_crassifolius_C_100","bioclim",0.317,2.05844155844156,317,154,1000,"raw_mean"
"Nematanthus_crassifolius_C_100","glm",0.219,3.71186440677966,219,59,1000,"raw_mean"
"Nematanthus_crassifolius_C_100","maxent",0.248,7.51515151515152,248,33,1000,"raw_mean"
"Nematanthus_crassifolius_C_100","rf",0.169,2.38028169014085,169,71,1000,"raw_mean"
"Nematanthus_crassifolius_C_100","svmk",0.067,0.310185185185185,67,216,1000,"raw_mean"
"Nematanthus_crassifolius_N_010","bioclim",0.003,0.00300902708124373,3,997,1000,"raw_mean"
"Nematanthus_crassifolius_N_010","glm",0.009,0.036,9,250,1000,"raw_mean"
"Nematanthus_crassifolius_N_010","maxent",0.124,1.10714285714286,124,112,1000,"raw_mean"
"Nematanthus_crassifolius_N_010","rf",0.109,1.75806451612903,109,62,1000,"raw_mean"
"Nematanthus_crassifolius_N_010","svmk",0.041,0.182222222222222,41,225,1000,"raw_mean"
"Nematanthus_crassifolius_N_020","bioclim",0.195,0.278174037089872,195,701,1000,"raw_mean"
"Nematanthus_crassifolius_N_020","glm",0.062,0.248,62,250,1000,"raw_mean"
"Nematanthus_crassifolius_N_020","maxent",0.055,0.34375,55,160,1000,"raw_mean"
"Nematanthus_crassifolius_N_020","rf",0.13,0.783132530120482,130,166,1000,"raw_mean"
"Nematanthus_crassifolius_N_020","svmk",0.209,1.08290155440415,209,193,1000,"raw_mean"
"Nematanthus_crassifolius_N_050","bioclim",0.148,0.273062730627306,148,542,1000,"raw_mean"
"Nematanthus_crassifolius_N_050","glm",0.057,0.314917127071823,57,181,1000,"raw_mean"
"Nematanthus_crassifolius_N_050","maxent",0.21,2.07920792079208,210,101,1000,"raw_mean"
"Nematanthus_crassifolius_N_050","rf",0.128,1.16363636363636,128,110,1000,"raw_mean"
"Nematanthus_crassifolius_N_050","svmk",0.163,0.910614525139665,163,179,1000,"raw_mean"
"Nematanthus_crassifolius_N_100","bioclim",0.389,2.30177514792899,389,169,1000,"raw_mean"
"Nematanthus_crassifolius_N_100","glm",0.012,0.0714285714285714,12,168,1000,"raw_mean"
"Nematanthus_crassifolius_N_100","maxent",0.238,2.01694915254237,238,118,1000,"raw_mean"
"Nematanthus_crassifolius_N_100","rf",0.124,1.09734513274336,124,113,1000,"raw_mean"
"Nematanthus_crassifolius_N_100","svmk",0.019,0.085972850678733,19,221,1000,"raw_mean"
"Nidularium_innocentii_C_010","bioclim",0.028,0.0463576158940397,28,604,1000,"raw_mean"
"Nidularium_innocentii_C_010","glm",0.145,0.703883495145631,145,206,1000,"raw_mean"
"Nidularium_innocentii_C_010","maxent",0.154,1.90123456790123,154,81,1000,"raw_mean"
"Nidularium_innocentii_C_010","rf",0.149,1.46078431372549,149,102,1000,"raw_mean"
"Nidularium_innocentii_C_010","svmk",0.162,1.45945945945946,162,111,1000,"raw_mean"
"Nidularium_innocentii_C_020","bioclim",0.125,0.232342007434944,125,538,1000,"raw_mean"
"Nidularium_innocentii_C_020","glm",0.175,0.916230366492147,175,191,1000,"raw_mean"
"Nidularium_innocentii_C_020","maxent",0.216,1.41176470588235,216,153,1000,"raw_mean"
"Nidularium_innocentii_C_020","rf",0.157,1.86904761904762,157,84,1000,"raw_mean"
"Nidularium_innocentii_C_020","svmk",0.111,0.69811320754717,111,159,1000,"raw_mean"
"Nidularium_innocentii_C_050","bioclim",0.215,1.20786516853933,215,178,1000,"raw_mean"
"Nidularium_innocentii_C_050","glm",0.195,1.00515463917526,195,194,1000,"raw_mean"
"Nidularium_innocentii_C_050","maxent",0.214,1.10880829015544,214,193,1000,"raw_mean"
"Nidularium_innocentii_C_050","rf",0.226,1.94827586206897,226,116,1000,"raw_mean"
"Nidularium_innocentii_C_050","svmk",0.153,0.968354430379747,153,158,1000,"raw_mean"
"Nidularium_innocentii_C_100","bioclim",0.136,0.81437125748503,136,167,1000,"raw_mean"
"Nidularium_innocentii_C_100","glm",0.222,1.0622009569378,222,209,1000,"raw_mean"
"Nidularium_innocentii_C_100","maxent",0.228,1.11219512195122,228,205,1000,"raw_mean"
"Nidularium_innocentii_C_100","rf",0.191,1.55284552845528,191,123,1000,"raw_mean"
"Nidularium_innocentii_C_100","svmk",0.101,0.495098039215686,101,204,1000,"raw_mean"
"Nidularium_innocentii_N_010","bioclim",0.008,0.00988875154511743,8,809,1000,"raw_mean"
"Nidularium_innocentii_N_010","glm",0.202,1.11602209944751,202,181,1000,"raw_mean"
"Nidularium_innocentii_N_010","maxent",0.186,2.51351351351351,186,74,1000,"raw_mean"
"Nidularium_innocentii_N_010","rf",0.14,1.11111111111111,140,126,1000,"raw_mean"
"Nidularium_innocentii_N_010","svmk",0.147,1.19512195121951,147,123,1000,"raw_mean"
"Nidularium_innocentii_N_020","bioclim",0.267,1.24766355140187,267,214,1000,"raw_mean"
"Nidularium_innocentii_N_020","glm",0.187,0.853881278538813,187,219,1000,"raw_mean"
"Nidularium_innocentii_N_020","maxent",0.218,1.19125683060109,218,183,1000,"raw_mean"
"Nidularium_innocentii_N_020","rf",0.236,2.65168539325843,236,89,1000,"raw_mean"
"Nidularium_innocentii_N_020","svmk",0.135,0.784883720930233,135,172,1000,"raw_mean"
"Nidularium_innocentii_N_050","bioclim",0.322,1.71276595744681,322,188,1000,"raw_mean"
"Nidularium_innocentii_N_050","glm",0.204,1.02,204,200,1000,"raw_mean"
"Nidularium_innocentii_N_050","maxent",0.206,1.2638036809816,206,163,1000,"raw_mean"
"Nidularium_innocentii_N_050","rf",0.218,2.65853658536585,218,82,1000,"raw_mean"
"Nidularium_innocentii_N_050","svmk",0.112,0.687116564417178,112,163,1000,"raw_mean"
"Nidularium_innocentii_N_100","bioclim",0.218,1.42483660130719,218,153,1000,"raw_mean"
"Nidularium_innocentii_N_100","glm",0.223,1.01363636363636,223,220,1000,"raw_mean"
"Nidularium_innocentii_N_100","maxent",0.221,1.26285714285714,221,175,1000,"raw_mean"
"Nidularium_innocentii_N_100","rf",0.23,2.4468085106383,230,94,1000,"raw_mean"
"Nidularium_innocentii_N_100","svmk",0.132,0.640776699029126,132,206,1000,"raw_mean"
"Nidularium_procerum_C_010","bioclim",0.25,0.3382949932341,250,739,1000,"raw_mean"
"Nidularium_procerum_C_010","glm",0.175,0.988700564971751,175,177,1000,"raw_mean"
"Nidularium_procerum_C_010","maxent",0.169,2.48529411764706,169,68,1000,"raw_mean"
"Nidularium_procerum_C_010","rf",0.154,2.85185185185185,154,54,1000,"raw_mean"
"Nidularium_procerum_C_010","svmk",0.153,1.15909090909091,153,132,1000,"raw_mean"
"Nidularium_procerum_C_020","bioclim",0.079,0.0956416464891041,79,826,1000,"raw_mean"
"Nidularium_procerum_C_020","glm",0.193,1.03763440860215,193,186,1000,"raw_mean"
"Nidularium_procerum_C_020","maxent",0.2,1.52671755725191,200,131,1000,"raw_mean"
"Nidularium_procerum_C_020","rf",0.145,1.14173228346457,145,127,1000,"raw_mean"
"Nidularium_procerum_C_020","svmk",0.141,1.00714285714286,141,140,1000,"raw_mean"
"Nidularium_procerum_C_050","bioclim",0.517,3.66666666666667,517,141,1000,"raw_mean"
"Nidularium_procerum_C_050","glm",0.203,1.12777777777778,203,180,1000,"raw_mean"
"Nidularium_procerum_C_050","maxent",0.231,1.43478260869565,231,161,1000,"raw_mean"
"Nidularium_procerum_C_050","rf",0.208,3.01449275362319,208,69,1000,"raw_mean"
"Nidularium_procerum_C_050","svmk",0.144,1.05882352941176,144,136,1000,"raw_mean"
"Nidularium_procerum_C_100","bioclim",0.274,1.98550724637681,274,138,1000,"raw_mean"
"Nidularium_procerum_C_100","glm",0.202,1.07446808510638,202,188,1000,"raw_mean"
"Nidularium_procerum_C_100","maxent",0.225,1.30057803468208,225,173,1000,"raw_mean"
"Nidularium_procerum_C_100","rf",0.22,3.92857142857143,220,56,1000,"raw_mean"
"Nidularium_procerum_C_100","svmk",0.102,0.548387096774194,102,186,1000,"raw_mean"
"Nidularium_procerum_N_010","bioclim",0.076,0.152610441767068,76,498,1000,"raw_mean"
"Nidularium_procerum_N_010","glm",0.047,0.188,47,250,1000,"raw_mean"
"Nidularium_procerum_N_010","maxent",0.135,0.918367346938776,135,147,1000,"raw_mean"
"Nidularium_procerum_N_010","rf",0.107,0.862903225806452,107,124,1000,"raw_mean"
"Nidularium_procerum_N_010","svmk",0.141,0.886792452830189,141,159,1000,"raw_mean"
"Nidularium_procerum_N_020","bioclim",0.191,0.4775,191,400,1000,"raw_mean"
"Nidularium_procerum_N_020","glm",0.228,1.09615384615385,228,208,1000,"raw_mean"
"Nidularium_procerum_N_020","maxent",0.234,1.38461538461538,234,169,1000,"raw_mean"
"Nidularium_procerum_N_020","rf",0.234,3.65625,234,64,1000,"raw_mean"
"Nidularium_procerum_N_020","svmk",0.158,0.993710691823899,158,159,1000,"raw_mean"
"Nidularium_procerum_N_050","bioclim",0.272,2.83333333333333,272,96,1000,"raw_mean"
"Nidularium_procerum_N_050","glm",0.19,1.01063829787234,190,188,1000,"raw_mean"
"Nidularium_procerum_N_050","maxent",0.219,1.47972972972973,219,148,1000,"raw_mean"
"Nidularium_procerum_N_050","rf",0.225,2.44565217391304,225,92,1000,"raw_mean"
"Nidularium_procerum_N_050","svmk",0.128,1.1743119266055,128,109,1000,"raw_mean"
"Nidularium_procerum_N_100","bioclim",0.248,1.36263736263736,248,182,1000,"raw_mean"
"Nidularium_procerum_N_100","glm",0.188,0.899521531100478,188,209,1000,"raw_mean"
"Nidularium_procerum_N_100","maxent",0.221,1.17553191489362,221,188,1000,"raw_mean"
"Nidularium_procerum_N_100","rf",0.222,1.76190476190476,222,126,1000,"raw_mean"
"Nidularium_procerum_N_100","svmk",0.143,0.772972972972973,143,185,1000,"raw_mean"
"Peperomia_tetraphylla_C_010","bioclim",0.015,0.0259965337954939,15,577,1000,"raw_mean"
"Peperomia_tetraphylla_C_010","glm",0.176,0.941176470588235,176,187,1000,"raw_mean"
"Peperomia_tetraphylla_C_010","maxent",0.199,1.77678571428571,199,112,1000,"raw_mean"
"Peperomia_tetraphylla_C_010","rf",0.177,1.75247524752475,177,101,1000,"raw_mean"
"Peperomia_tetraphylla_C_010","svmk",0.147,0.896341463414634,147,164,1000,"raw_mean"
"Peperomia_tetraphylla_C_020","bioclim",0.292,1.74850299401198,292,167,1000,"raw_mean"
"Peperomia_tetraphylla_C_020","glm",0.204,1.04081632653061,204,196,1000,"raw_mean"
"Peperomia_tetraphylla_C_020","maxent",0.232,2.34343434343434,232,99,1000,"raw_mean"
"Peperomia_tetraphylla_C_020","rf",0.243,22.0909090909091,243,11,1000,"raw_mean"
"Peperomia_tetraphylla_C_020","svmk",0.076,0.356807511737089,76,213,1000,"raw_mean"
"Peperomia_tetraphylla_C_050","bioclim",0.256,1.5609756097561,256,164,1000,"raw_mean"
"Peperomia_tetraphylla_C_050","glm",0.174,0.809302325581395,174,215,1000,"raw_mean"
"Peperomia_tetraphylla_C_050","maxent",0.233,2.45263157894737,233,95,1000,"raw_mean"
"Peperomia_tetraphylla_C_050","rf",0.231,5.5,231,42,1000,"raw_mean"
"Peperomia_tetraphylla_C_050","svmk",0.075,0.358851674641148,75,209,1000,"raw_mean"
"Peperomia_tetraphylla_C_100","bioclim",0.202,1.01,202,200,1000,"raw_mean"
"Peperomia_tetraphylla_C_100","glm",0.187,1.32624113475177,187,141,1000,"raw_mean"
"Peperomia_tetraphylla_C_100","maxent",0.214,2.25263157894737,214,95,1000,"raw_mean"
"Peperomia_tetraphylla_C_100","rf",0.209,4.09803921568627,209,51,1000,"raw_mean"
"Peperomia_tetraphylla_C_100","svmk",0.155,1.2015503875969,155,129,1000,"raw_mean"
"Peperomia_tetraphylla_N_010","bioclim",0.515,3.50340136054422,515,147,1000,"raw_mean"
"Peperomia_tetraphylla_N_010","glm",0.175,1.22377622377622,175,143,1000,"raw_mean"
"Peperomia_tetraphylla_N_010","maxent",0.248,7.51515151515152,248,33,1000,"raw_mean"
"Peperomia_tetraphylla_N_010","rf",0.122,1.15094339622642,122,106,1000,"raw_mean"
"Peperomia_tetraphylla_N_010","svmk",0.147,1.02797202797203,147,143,1000,"raw_mean"
"Peperomia_tetraphylla_N_020","bioclim",0.284,2.11940298507463,284,134,1000,"raw_mean"
"Peperomia_tetraphylla_N_020","glm",0.208,1.16201117318436,208,179,1000,"raw_mean"
"Peperomia_tetraphylla_N_020","maxent",0.226,2.37894736842105,226,95,1000,"raw_mean"
"Peperomia_tetraphylla_N_020","rf",0.231,6.79411764705882,231,34,1000,"raw_mean"
"Peperomia_tetraphylla_N_020","svmk",0.076,0.378109452736318,76,201,1000,"raw_mean"
"Peperomia_tetraphylla_N_050","bioclim",0.274,1.50549450549451,274,182,1000,"raw_mean"
"Peperomia_tetraphylla_N_050","glm",0.243,1.73571428571429,243,140,1000,"raw_mean"
"Peperomia_tetraphylla_N_050","maxent",0.222,2.43956043956044,222,91,1000,"raw_mean"
"Peperomia_tetraphylla_N_050","rf",0.234,6.32432432432432,234,37,1000,"raw_mean"
"Peperomia_tetraphylla_N_050","svmk",0.069,0.303964757709251,69,227,1000,"raw_mean"
"Peperomia_tetraphylla_N_100","bioclim",0.224,1.17894736842105,224,190,1000,"raw_mean"
"Peperomia_tetraphylla_N_100","glm",0.15,1.05633802816901,150,142,1000,"raw_mean"
"Peperomia_tetraphylla_N_100","maxent",0.231,4.91489361702128,231,47,1000,"raw_mean"
"Peperomia_tetraphylla_N_100","rf",0.225,9,225,25,1000,"raw_mean"
"Peperomia_tetraphylla_N_100","svmk",0.165,1.06451612903226,165,155,1000,"raw_mean"
"Pleiochiton_blepharodes_C_010","bioclim",0.08,0.0869565217391304,80,920,1000,"raw_mean"
"Pleiochiton_blepharodes_C_010","glm",0.034,0.144067796610169,34,236,1000,"raw_mean"
"Pleiochiton_blepharodes_C_010","maxent",0.181,0.800884955752212,181,226,1000,"raw_mean"
"Pleiochiton_blepharodes_C_010","rf",0.135,1.90140845070423,135,71,1000,"raw_mean"
"Pleiochiton_blepharodes_C_010","svmk",0.086,0.558441558441558,86,154,1000,"raw_mean"
"Pleiochiton_blepharodes_C_020","bioclim",0.089,0.119463087248322,89,745,1000,"raw_mean"
"Pleiochiton_blepharodes_C_020","glm",0.189,0.887323943661972,189,213,1000,"raw_mean"
"Pleiochiton_blepharodes_C_020","maxent",0.222,1.17460317460317,222,189,1000,"raw_mean"
"Pleiochiton_blepharodes_C_020","rf",0.177,1.71844660194175,177,103,1000,"raw_mean"
"Pleiochiton_blepharodes_C_020","svmk",0.151,1.43809523809524,151,105,1000,"raw_mean"
"Pleiochiton_blepharodes_C_050","bioclim",0.349,2.51079136690647,349,139,1000,"raw_mean"
"Pleiochiton_blepharodes_C_050","glm",0.109,0.602209944751381,109,181,1000,"raw_mean"
"Pleiochiton_blepharodes_C_050","maxent",0.196,1.13294797687861,196,173,1000,"raw_mean"
"Pleiochiton_blepharodes_C_050","rf",0.186,1.40909090909091,186,132,1000,"raw_mean"
"Pleiochiton_blepharodes_C_050","svmk",0.116,0.678362573099415,116,171,1000,"raw_mean"
"Pleiochiton_blepharodes_C_100","bioclim",0.131,0.555084745762712,131,236,1000,"raw_mean"
"Pleiochiton_blepharodes_C_100","glm",0.186,0.885714285714286,186,210,1000,"raw_mean"
"Pleiochiton_blepharodes_C_100","maxent",0.208,1.24550898203593,208,167,1000,"raw_mean"
"Pleiochiton_blepharodes_C_100","rf",0.218,1.92920353982301,218,113,1000,"raw_mean"
"Pleiochiton_blepharodes_C_100","svmk",0.136,0.918918918918919,136,148,1000,"raw_mean"
"Pleiochiton_blepharodes_N_010","bioclim",0.024,0.0245901639344262,24,976,1000,"raw_mean"
"Pleiochiton_blepharodes_N_010","glm",0.049,0.233333333333333,49,210,1000,"raw_mean"
"Pleiochiton_blepharodes_N_010","maxent",0.102,0.62962962962963,102,162,1000,"raw_mean"
"Pleiochiton_blepharodes_N_010","rf",0.213,1.86842105263158,213,114,1000,"raw_mean"
"Pleiochiton_blepharodes_N_010","svmk",0.118,0.655555555555556,118,180,1000,"raw_mean"
"Pleiochiton_blepharodes_N_020","bioclim",0.089,0.161818181818182,89,550,1000,"raw_mean"
"Pleiochiton_blepharodes_N_020","glm",0.197,1.00510204081633,197,196,1000,"raw_mean"
"Pleiochiton_blepharodes_N_020","maxent",0.215,1.48275862068966,215,145,1000,"raw_mean"
"Pleiochiton_blepharodes_N_020","rf",0.106,0.796992481203007,106,133,1000,"raw_mean"
"Pleiochiton_blepharodes_N_020","svmk",0.117,0.726708074534162,117,161,1000,"raw_mean"
"Pleiochiton_blepharodes_N_050","bioclim",0.285,1.14457831325301,285,249,1000,"raw_mean"
"Pleiochiton_blepharodes_N_050","glm",0.188,0.84304932735426,188,223,1000,"raw_mean"
"Pleiochiton_blepharodes_N_050","maxent",0.24,1.6,240,150,1000,"raw_mean"
"Pleiochiton_blepharodes_N_050","rf",0.205,3.72727272727273,205,55,1000,"raw_mean"
"Pleiochiton_blepharodes_N_050","svmk",0.146,1.12307692307692,146,130,1000,"raw_mean"
"Pleiochiton_blepharodes_N_100","bioclim",0.195,0.919811320754717,195,212,1000,"raw_mean"
"Pleiochiton_blepharodes_N_100","glm",0.177,0.951612903225806,177,186,1000,"raw_mean"
"Pleiochiton_blepharodes_N_100","maxent",0.207,1.36184210526316,207,152,1000,"raw_mean"
"Pleiochiton_blepharodes_N_100","rf",0.16,1.35593220338983,160,118,1000,"raw_mean"
"Pleiochiton_blepharodes_N_100","svmk",0.121,0.654054054054054,121,185,1000,"raw_mean"
"Rhipsalis_elliptica_C_010","bioclim",0.453,0.930184804928131,453,487,1000,"raw_mean"
"Rhipsalis_elliptica_C_010","glm",0.059,0.236,59,250,1000,"raw_mean"
"Rhipsalis_elliptica_C_010","maxent",0.167,1.28461538461538,167,130,1000,"raw_mean"
"Rhipsalis_elliptica_C_010","rf",0.165,2.35714285714286,165,70,1000,"raw_mean"
"Rhipsalis_elliptica_C_010","svmk",0.144,0.782608695652174,144,184,1000,"raw_mean"
"Rhipsalis_elliptica_C_020","bioclim",0.137,0.204477611940299,137,670,1000,"raw_mean"
"Rhipsalis_elliptica_C_020","glm",0.145,0.755208333333333,145,192,1000,"raw_mean"
"Rhipsalis_elliptica_C_020","maxent",0.164,2.3768115942029,164,69,1000,"raw_mean"
"Rhipsalis_elliptica_C_020","rf",0.141,1.28181818181818,141,110,1000,"raw_mean"
"Rhipsalis_elliptica_C_020","svmk",0.157,1.34188034188034,157,117,1000,"raw_mean"
"Rhipsalis_elliptica_C_050","bioclim",0.137,0.867088607594937,137,158,1000,"raw_mean"
"Rhipsalis_elliptica_C_050","glm",0.101,0.558011049723757,101,181,1000,"raw_mean"
"Rhipsalis_elliptica_C_050","maxent",0.203,1.53787878787879,203,132,1000,"raw_mean"
"Rhipsalis_elliptica_C_050","rf",0.2,2.04081632653061,200,98,1000,"raw_mean"
"Rhipsalis_elliptica_C_050","svmk",0.117,0.549295774647887,117,213,1000,"raw_mean"
"Rhipsalis_elliptica_C_100","bioclim",0.29,1.38755980861244,290,209,1000,"raw_mean"
"Rhipsalis_elliptica_C_100","glm",0.175,0.845410628019324,175,207,1000,"raw_mean"
"Rhipsalis_elliptica_C_100","maxent",0.226,1.62589928057554,226,139,1000,"raw_mean"
"Rhipsalis_elliptica_C_100","rf",0.17,1.82795698924731,170,93,1000,"raw_mean"
"Rhipsalis_elliptica_C_100","svmk",0.125,0.76219512195122,125,164,1000,"raw_mean"
"Rhipsalis_elliptica_N_010","bioclim",0.04,0.0416666666666667,40,960,1000,"raw_mean"
"Rhipsalis_elliptica_N_010","glm",0.207,1.02475247524752,207,202,1000,"raw_mean"
"Rhipsalis_elliptica_N_010","maxent",0.151,1.208,151,125,1000,"raw_mean"
"Rhipsalis_elliptica_N_010","rf",0.088,0.846153846153846,88,104,1000,"raw_mean"
"Rhipsalis_elliptica_N_010","svmk",0.155,0.824468085106383,155,188,1000,"raw_mean"
"Rhipsalis_elliptica_N_020","bioclim",0.092,0.166064981949458,92,554,1000,"raw_mean"
"Rhipsalis_elliptica_N_020","glm",0.203,1.11538461538462,203,182,1000,"raw_mean"
"Rhipsalis_elliptica_N_020","maxent",0.222,3.7,222,60,1000,"raw_mean"
"Rhipsalis_elliptica_N_020","rf",0.195,2.63513513513514,195,74,1000,"raw_mean"
"Rhipsalis_elliptica_N_020","svmk",0.175,1.21527777777778,175,144,1000,"raw_mean"
"Rhipsalis_elliptica_N_050","bioclim",0.224,1.09268292682927,224,205,1000,"raw_mean"
"Rhipsalis_elliptica_N_050","glm",0.233,1.0787037037037,233,216,1000,"raw_mean"
"Rhipsalis_elliptica_N_050","maxent",0.216,1.51048951048951,216,143,1000,"raw_mean"
"Rhipsalis_elliptica_N_050","rf",0.231,7,231,33,1000,"raw_mean"
"Rhipsalis_elliptica_N_050","svmk",0.137,1.02238805970149,137,134,1000,"raw_mean"
"Rhipsalis_elliptica_N_100","bioclim",0.105,0.576923076923077,105,182,1000,"raw_mean"
"Rhipsalis_elliptica_N_100","glm",0.164,0.976190476190476,164,168,1000,"raw_mean"
"Rhipsalis_elliptica_N_100","maxent",0.202,1.45323741007194,202,139,1000,"raw_mean"
"Rhipsalis_elliptica_N_100","rf",0.174,1.89130434782609,174,92,1000,"raw_mean"
"Rhipsalis_elliptica_N_100","svmk",0.138,0.811764705882353,138,170,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_010","bioclim",0.059,0.0732919254658385,59,805,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_010","glm",0.193,1.28666666666667,193,150,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_010","maxent",0.16,1.22137404580153,160,131,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_010","rf",0.153,1.8433734939759,153,83,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_010","svmk",0.168,0.91304347826087,168,184,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_020","bioclim",0.295,0.428779069767442,295,688,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_020","glm",0.054,0.216,54,250,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_020","maxent",0.043,0.172,43,250,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_020","rf",0.086,0.747826086956522,86,115,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_020","svmk",0.184,1.95744680851064,184,94,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_050","bioclim",0.241,1.08558558558559,241,222,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_050","glm",0.02,0.08,20,250,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_050","maxent",0.234,3.96610169491525,234,59,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_050","rf",0.155,1.74157303370787,155,89,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_050","svmk",0.169,0.918478260869565,169,184,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_100","bioclim",0.31,2.34848484848485,310,132,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_100","glm",0.132,0.814814814814815,132,162,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_100","maxent",0.24,2.89156626506024,240,83,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_100","rf",0.187,2.17441860465116,187,86,1000,"raw_mean"
"Rhipsalis_lindbergiana_C_100","svmk",0.123,0.661290322580645,123,186,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_010","bioclim",0.052,0.0548523206751055,52,948,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_010","glm",0,0,0,250,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_010","maxent",0.189,1.61538461538462,189,117,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_010","rf",0.161,1.31967213114754,161,122,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_010","svmk",0.131,1.3936170212766,131,94,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_020","bioclim",0.012,0.0167597765363128,12,716,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_020","glm",0.052,0.290502793296089,52,179,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_020","maxent",0.022,0.105263157894737,22,209,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_020","rf",0.203,4.61363636363636,203,44,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_020","svmk",0.205,1.13259668508287,205,181,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_050","bioclim",0.237,1.09722222222222,237,216,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_050","glm",0,0,0,250,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_050","maxent",0.207,4.3125,207,48,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_050","rf",0.172,1.73737373737374,172,99,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_050","svmk",0.167,0.912568306010929,167,183,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_100","bioclim",0.128,0.576576576576577,128,222,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_100","glm",0.144,0.929032258064516,144,155,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_100","maxent",0.231,2.48387096774194,231,93,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_100","rf",0.195,2.32142857142857,195,84,1000,"raw_mean"
"Rhipsalis_lindbergiana_N_100","svmk",0.131,0.661616161616162,131,198,1000,"raw_mean"
"Rhipsalis_pachyptera_C_010","bioclim",0.00263157894736842,0.00263852242744063,1,379,380,"raw_mean"
"Rhipsalis_pachyptera_C_010","glm",0.134,0.666666666666667,134,201,1000,"raw_mean"
"Rhipsalis_pachyptera_C_010","maxent",0.15,1.5625,150,96,1000,"raw_mean"
"Rhipsalis_pachyptera_C_010","rf",0.155,1.43518518518519,155,108,1000,"raw_mean"
"Rhipsalis_pachyptera_C_010","svmk",0.088,0.389380530973451,88,226,1000,"raw_mean"
"Rhipsalis_pachyptera_C_020","bioclim",0,0,0,1000,1000,"raw_mean"
"Rhipsalis_pachyptera_C_020","glm",0.167,0.748878923766816,167,223,1000,"raw_mean"
"Rhipsalis_pachyptera_C_020","maxent",0.149,1.44660194174757,149,103,1000,"raw_mean"
"Rhipsalis_pachyptera_C_020","rf",0.161,2.0379746835443,161,79,1000,"raw_mean"
"Rhipsalis_pachyptera_C_020","svmk",0.087,0.494318181818182,87,176,1000,"raw_mean"
"Rhipsalis_pachyptera_C_050","bioclim",0.38,1.69642857142857,380,224,1000,"raw_mean"
"Rhipsalis_pachyptera_C_050","glm",0.144,0.702439024390244,144,205,1000,"raw_mean"
"Rhipsalis_pachyptera_C_050","maxent",0.183,1.05780346820809,183,173,1000,"raw_mean"
"Rhipsalis_pachyptera_C_050","rf",0.2,2.5974025974026,200,77,1000,"raw_mean"
"Rhipsalis_pachyptera_C_050","svmk",0.109,0.622857142857143,109,175,1000,"raw_mean"
"Rhipsalis_pachyptera_C_100","bioclim",0.221,1.48322147651007,221,149,1000,"raw_mean"
"Rhipsalis_pachyptera_C_100","glm",0.128,0.64,128,200,1000,"raw_mean"
"Rhipsalis_pachyptera_C_100","maxent",0.182,1.12345679012346,182,162,1000,"raw_mean"
"Rhipsalis_pachyptera_C_100","rf",0.188,1.74074074074074,188,108,1000,"raw_mean"
"Rhipsalis_pachyptera_C_100","svmk",0.158,1.00636942675159,158,157,1000,"raw_mean"
"Rhipsalis_pachyptera_N_010","bioclim",0.0829596412556054,0.161572052401747,37,229,446,"raw_mean"
"Rhipsalis_pachyptera_N_010","glm",0,0,0,250,1000,"raw_mean"
