"treatment","genus","epithet","clump","size","treatment1","algorithm","AUC","TSS","pROC","omission","M1","M2","good","bad","total","mod","M3"
"Cattleya_coccinea_N_010","Cattleya","coccinea","N","010","Cattleya_coccinea_N_010","maxent",0.438125,0.1875,1.37592614245382,0.424697290661146,0.081,0.457627118644068,81,177,1000,"raw_mean",0.313953488372093
"Cattleya_coccinea_N_010","Cattleya","coccinea","N","010","Cattleya_coccinea_N_010","rf",0.5046875,0.43,1.29059323563783,0.361231503658876,0.114,0.838235294117647,114,136,1000,"raw_mean",0.456
"Cattleya_coccinea_N_010","Cattleya","coccinea","N","010","Cattleya_coccinea_N_010","svmk",0.508125,0.38,1.28093299553274,0.302793149807858,0.098,0.494949494949495,98,198,1000,"raw_mean",0.331081081081081
"Cattleya_coccinea_N_020","Cattleya","coccinea","N","020","Cattleya_coccinea_N_020","bioclim",0.728541666666667,0.540833333333333,1.93892681935452,0.218629702556198,0.629,3.65697674418605,629,172,1000,"raw_mean",0.785268414481898
"Cattleya_coccinea_N_020","Cattleya","coccinea","N","020","Cattleya_coccinea_N_020","glm",0.917083333333333,0.8525,1.63761580542657,NA,0.219,1.04285714285714,219,210,1000,"raw_mean",0.510489510489511
"Cattleya_coccinea_N_020","Cattleya","coccinea","N","020","Cattleya_coccinea_N_020","maxent",0.916666666666667,0.8625,1.63768269494301,0.116742309792666,0.157,1.01948051948052,157,154,1000,"raw_mean",0.504823151125402
"Cattleya_coccinea_N_020","Cattleya","coccinea","N","020","Cattleya_coccinea_N_020","rf",0.63875,0.465,1.38586338915262,0.338677098863195,0.147,1.3125,147,112,1000,"raw_mean",0.567567567567568
"Cattleya_coccinea_N_020","Cattleya","coccinea","N","020","Cattleya_coccinea_N_020","svmk",0.66875,0.439583333333333,1.135458741985,0.170454642721876,0.117,0.959016393442623,117,122,1000,"raw_mean",0.489539748953975
"Cattleya_coccinea_N_050","Cattleya","coccinea","N","050","Cattleya_coccinea_N_050","bioclim",0.72578125,0.41625,1.91554270193545,0.319862238606183,0.317,1.72282608695652,317,184,1000,"raw_mean",0.632734530938124
"Cattleya_coccinea_N_050","Cattleya","coccinea","N","050","Cattleya_coccinea_N_050","glm",0.89734375,0.69875,1.46863643100834,0,0.162,0.77511961722488,162,209,1000,"raw_mean",0.436657681940701
"Cattleya_coccinea_N_050","Cattleya","coccinea","N","050","Cattleya_coccinea_N_050","maxent",0.898125,0.69125,1.45344629539494,0.0990141127149392,0.178,0.978021978021978,178,182,1000,"raw_mean",0.494444444444444
"Cattleya_coccinea_N_050","Cattleya","coccinea","N","050","Cattleya_coccinea_N_050","rf",0.8121875,0.61875,1.3873782081233,0.210003601572487,0.08,0.481927710843373,80,166,1000,"raw_mean",0.32520325203252
"Cattleya_coccinea_N_050","Cattleya","coccinea","N","050","Cattleya_coccinea_N_050","svmk",0.62671875,0.39,1.04139544807293,0.0917343888655364,0.119,0.639784946236559,119,186,1000,"raw_mean",0.390163934426229
"Cattleya_coccinea_N_100","Cattleya","coccinea","N","100","Cattleya_coccinea_N_100","bioclim",0.667166666666666,0.325833333333333,1.83966920139007,0.317410938285016,0.267,1.34170854271357,267,199,1000,"raw_mean",0.572961373390558
"Cattleya_coccinea_N_100","Cattleya","coccinea","N","100","Cattleya_coccinea_N_100","glm",0.873166666666667,0.656666666666667,1.32102296737794,0.3061481170929,0.185,1.05113636363636,185,176,1000,"raw_mean",0.512465373961219
"Cattleya_coccinea_N_100","Cattleya","coccinea","N","100","Cattleya_coccinea_N_100","maxent",0.882583333333333,0.670833333333333,1.36285715733602,0.123796125627596,0.225,1.67910447761194,225,134,1000,"raw_mean",0.626740947075209
"Cattleya_coccinea_N_100","Cattleya","coccinea","N","100","Cattleya_coccinea_N_100","rf",0.823125,0.559583333333334,1.25000105393895,0.143842607257241,0.194,2.39506172839506,194,81,1000,"raw_mean",0.705454545454545
"Cattleya_coccinea_N_100","Cattleya","coccinea","N","100","Cattleya_coccinea_N_100","svmk",0.694916666666667,0.44625,1.01952476845248,0.155078543975814,0.062,0.298076923076923,62,208,1000,"raw_mean",0.22962962962963
"Christensonella_subulata_C_010","Christensonella","subulata","C","010","Christensonella_subulata_C_010","bioclim",0.5846875,0.235,1.96342351636334,0.328761634418569,0.465,1.4951768488746,465,311,1000,"raw_mean",0.599226804123711
"Christensonella_subulata_C_010","Christensonella","subulata","C","010","Christensonella_subulata_C_010","glm",0.575625,0.19375,1.46394927924969,NA,0.119,0.476,119,250,1000,"raw_mean",0.322493224932249
"Christensonella_subulata_C_010","Christensonella","subulata","C","010","Christensonella_subulata_C_010","maxent",0.520625,0.2125,1.32885912726367,0.429825987965523,0.122,0.598039215686274,122,204,1000,"raw_mean",0.374233128834356
"Christensonella_subulata_C_010","Christensonella","subulata","C","010","Christensonella_subulata_C_010","rf",0.4375,0.29375,1.22164612223864,0.396472319691146,0.16,1.0738255033557,160,149,1000,"raw_mean",0.517799352750809
"Christensonella_subulata_C_010","Christensonella","subulata","C","010","Christensonella_subulata_C_010","svmk",0.44,0.33,1.34884093560099,0.378546959192121,0.146,1.07352941176471,146,136,1000,"raw_mean",0.517730496453901
"Christensonella_subulata_C_020","Christensonella","subulata","C","020","Christensonella_subulata_C_020","bioclim",0.546875,0.186666666666667,1.94375202516724,0.348266788149526,0.018,0.059016393442623,18,305,1000,"raw_mean",0.0557275541795666
"Christensonella_subulata_C_020","Christensonella","subulata","C","020","Christensonella_subulata_C_020","glm",0.469166666666667,0.0354166666666667,1.19918221965959,NA,0,0,0,250,1000,"raw_mean",0
"Christensonella_subulata_C_020","Christensonella","subulata","C","020","Christensonella_subulata_C_020","maxent",0.61875,0.36,1.40491076286614,0.225004545951466,0.183,2.69117647058824,183,68,1000,"raw_mean",0.729083665338645
"Christensonella_subulata_C_020","Christensonella","subulata","C","020","Christensonella_subulata_C_020","rf",0.596666666666667,0.458333333333333,1.3602535485128,0.277925855459979,0.167,1.31496062992126,167,127,1000,"raw_mean",0.568027210884354
"Christensonella_subulata_C_020","Christensonella","subulata","C","020","Christensonella_subulata_C_020","svmk",0.51875,0.312916666666667,1.28882914854529,0.280736795531784,0.161,1.288,161,125,1000,"raw_mean",0.562937062937063
"Christensonella_subulata_C_050","Christensonella","subulata","C","050","Christensonella_subulata_C_050","bioclim",0.670546875,0.395,1.8813082606637,0.346712357553065,0.073,0.286274509803922,73,255,1000,"raw_mean",0.222560975609756
"Christensonella_subulata_C_050","Christensonella","subulata","C","050","Christensonella_subulata_C_050","glm",0.570625,0.1725,1.26868358992222,NA,0.002,0.00843881856540084,2,237,1000,"raw_mean",0.00836820083682008
"Christensonella_subulata_C_050","Christensonella","subulata","C","050","Christensonella_subulata_C_050","maxent",0.80140625,0.56375,1.68235005188599,0.226368228586652,0.201,2.45121951219512,201,82,1000,"raw_mean",0.710247349823322
"Christensonella_subulata_C_050","Christensonella","subulata","C","050","Christensonella_subulata_C_050","rf",0.781875,0.57,1.44324299906605,0.261608035330489,0.146,1.39047619047619,146,105,1000,"raw_mean",0.581673306772908
"Christensonella_subulata_C_050","Christensonella","subulata","C","050","Christensonella_subulata_C_050","svmk",0.65453125,0.3925,1.03549811013653,0.263452539288609,0.14,0.714285714285714,140,196,1000,"raw_mean",0.416666666666667
"Christensonella_subulata_C_100","Christensonella","subulata","C","100","Christensonella_subulata_C_100","bioclim",0.7018359375,0.3875,1.82695408605217,0.348485940112373,0.307,1.51231527093596,307,203,1000,"raw_mean",0.601960784313725
"Christensonella_subulata_C_100","Christensonella","subulata","C","100","Christensonella_subulata_C_100","glm",0.766875,0.504375,1.24415485821998,1,0.129,0.720670391061452,129,179,1000,"raw_mean",0.418831168831169
"Christensonella_subulata_C_100","Christensonella","subulata","C","100","Christensonella_subulata_C_100","maxent",0.85734375,0.64625,1.60435611789557,0.146496479580002,0.164,1.41379310344828,164,116,1000,"raw_mean",0.585714285714286
"Christensonella_subulata_C_100","Christensonella","subulata","C","100","Christensonella_subulata_C_100","rf",0.84421875,0.604375,1.37606423332717,0.204811394462477,0.176,1.89247311827957,176,93,1000,"raw_mean",0.654275092936803
"Christensonella_subulata_C_100","Christensonella","subulata","C","100","Christensonella_subulata_C_100","svmk",0.831015625,0.578125,1.08397814436136,0.194134668637686,0.112,0.647398843930636,112,173,1000,"raw_mean",0.392982456140351
"Christensonella_subulata_N_010","Christensonella","subulata","N","010","Christensonella_subulata_N_010","bioclim",0.49125,0.08,1.97174988633926,0.441176470588235,0.013,0.0207006369426752,13,628,1000,"raw_mean",0.0202808112324493
"Christensonella_subulata_N_010","Christensonella","subulata","N","010","Christensonella_subulata_N_010","glm",0.525,0.2925,1.4337940578831,NA,0.045,0.225,45,200,1000,"raw_mean",0.183673469387755
"Christensonella_subulata_N_010","Christensonella","subulata","N","010","Christensonella_subulata_N_010","maxent",0.49875,0.3425,1.48848753271724,0.314939542555714,0.105,0.795454545454545,105,132,1000,"raw_mean",0.443037974683544
"Christensonella_subulata_N_010","Christensonella","subulata","N","010","Christensonella_subulata_N_010","rf",0.55125,0.39,1.43842890032087,0.371718643497211,0.13,1.0077519379845,130,129,1000,"raw_mean",0.501930501930502
"Christensonella_subulata_N_010","Christensonella","subulata","N","010","Christensonella_subulata_N_010","svmk",0.400625,0.26125,1.35313938762055,0.398787607307539,0.057,0.293814432989691,57,194,1000,"raw_mean",0.227091633466135
"Christensonella_subulata_N_020","Christensonella","subulata","N","020","Christensonella_subulata_N_020","bioclim",0.539583333333333,0.240833333333333,1.98145270119532,0.271605080251922,0.038,0.0475,38,800,1000,"raw_mean",0.045346062052506
"Christensonella_subulata_N_020","Christensonella","subulata","N","020","Christensonella_subulata_N_020","glm",0.478333333333333,0.381666666666667,1.27981907968961,NA,0.154,0.83695652173913,154,184,1000,"raw_mean",0.455621301775148
"Christensonella_subulata_N_020","Christensonella","subulata","N","020","Christensonella_subulata_N_020","maxent",0.6775,0.494583333333333,1.44404575473132,0.291921576973331,0.182,3.30909090909091,182,55,1000,"raw_mean",0.767932489451477
"Christensonella_subulata_N_020","Christensonella","subulata","N","020","Christensonella_subulata_N_020","rf",0.6075,0.4575,1.28691990875132,0.278798723326776,0.141,0.986013986013986,141,143,1000,"raw_mean",0.496478873239437
"Christensonella_subulata_N_020","Christensonella","subulata","N","020","Christensonella_subulata_N_020","svmk",0.620416666666667,0.4675,1.42719295415161,0.261878904472901,0.181,1.12422360248447,181,161,1000,"raw_mean",0.529239766081871
"Christensonella_subulata_N_050","Christensonella","subulata","N","050","Christensonella_subulata_N_050","bioclim",0.670234375,0.3875,1.8932395856666,0.30899430846052,0.444,2.56647398843931,444,173,1000,"raw_mean",0.719611021069692
"Christensonella_subulata_N_050","Christensonella","subulata","N","050","Christensonella_subulata_N_050","glm",0.7921875,0.5475,1.3342151478527,NA,0.168,1.0059880239521,168,167,1000,"raw_mean",0.501492537313433
"Christensonella_subulata_N_050","Christensonella","subulata","N","050","Christensonella_subulata_N_050","maxent",0.894375,0.68875,1.44605027310623,0.207564481441041,0.226,1.72519083969466,226,131,1000,"raw_mean",0.633053221288515
"Christensonella_subulata_N_050","Christensonella","subulata","N","050","Christensonella_subulata_N_050","rf",0.83671875,0.64,1.40267666214737,0.23332999874168,0.195,2.86764705882353,195,68,1000,"raw_mean",0.741444866920152
"Christensonella_subulata_N_050","Christensonella","subulata","N","050","Christensonella_subulata_N_050","svmk",0.6865625,0.445,1.22287577718705,0.213993032333739,0.149,1.96052631578947,149,76,1000,"raw_mean",0.662222222222222
"Christensonella_subulata_N_100","Christensonella","subulata","N","100","Christensonella_subulata_N_100","bioclim",0.6715625,0.32875,1.80484980606623,0.390065581100247,0.275,1.20087336244541,275,229,1000,"raw_mean",0.545634920634921
"Christensonella_subulata_N_100","Christensonella","subulata","N","100","Christensonella_subulata_N_100","glm",0.7159375,0.4125,1.20461831915791,0.305555555555556,0.211,1.11052631578947,211,190,1000,"raw_mean",0.526184538653367
"Christensonella_subulata_N_100","Christensonella","subulata","N","100","Christensonella_subulata_N_100","maxent",0.8303125,0.561875,1.38337867698899,0.23897501137341,0.173,1.66346153846154,173,104,1000,"raw_mean",0.624548736462094
"Christensonella_subulata_N_100","Christensonella","subulata","N","100","Christensonella_subulata_N_100","rf",0.814140625,0.5475,1.28286544655252,0.270187815586132,0.179,2.63235294117647,179,68,1000,"raw_mean",0.724696356275304
"Christensonella_subulata_N_100","Christensonella","subulata","N","100","Christensonella_subulata_N_100","svmk",0.805390625,0.560625,1.06611040060865,0.208083345852405,0.107,0.685897435897436,107,156,1000,"raw_mean",0.406844106463878
"Codonanthe_devosiana_C_010","Codonanthe","devosiana","C","010","Codonanthe_devosiana_C_010","bioclim",0.7259375,0.46125,1.98194633916104,0.184386618534117,0.067,0.0718113612004287,67,933,1000,"raw_mean",0.067
"Codonanthe_devosiana_C_010","Codonanthe","devosiana","C","010","Codonanthe_devosiana_C_010","glm",0.615,0.47625,1.26828829128711,NA,0.119,0.521929824561403,119,228,1000,"raw_mean",0.342939481268012
"Codonanthe_devosiana_C_010","Codonanthe","devosiana","C","010","Codonanthe_devosiana_C_010","maxent",0.66625,0.57375,1.28611571949358,0.292040932177623,0.132,0.985074626865672,132,134,1000,"raw_mean",0.496240601503759
"Codonanthe_devosiana_C_010","Codonanthe","devosiana","C","010","Codonanthe_devosiana_C_010","rf",0.5428125,0.38375,1.41503184621965,0.376960326621446,0.089,0.57051282051282,89,156,1000,"raw_mean",0.363265306122449
"Codonanthe_devosiana_C_010","Codonanthe","devosiana","C","010","Codonanthe_devosiana_C_010","svmk",0.74375,0.62375,1.70972689127384,0.195175678464192,0.06,0.280373831775701,60,214,1000,"raw_mean",0.218978102189781
"Codonanthe_devosiana_C_020","Codonanthe","devosiana","C","020","Codonanthe_devosiana_C_020","bioclim",0.786041666666667,0.571666666666667,1.98760373756292,0.124148993024819,0.356,1.15584415584416,356,308,1000,"raw_mean",0.536144578313253
"Codonanthe_devosiana_C_020","Codonanthe","devosiana","C","020","Codonanthe_devosiana_C_020","glm",0.8125,0.74375,1.49535432428023,NA,0.025,0.1,25,250,1000,"raw_mean",0.0909090909090909
"Codonanthe_devosiana_C_020","Codonanthe","devosiana","C","020","Codonanthe_devosiana_C_020","maxent",0.860416666666666,0.81625,1.67785336674282,0.154710985321614,0.195,2.67123287671233,195,73,1000,"raw_mean",0.727611940298508
"Codonanthe_devosiana_C_020","Codonanthe","devosiana","C","020","Codonanthe_devosiana_C_020","rf",0.8575,0.7525,1.59750364197347,0.190619429590018,0.222,3.21739130434783,222,69,1000,"raw_mean",0.762886597938144
"Codonanthe_devosiana_C_020","Codonanthe","devosiana","C","020","Codonanthe_devosiana_C_020","svmk",0.75875,0.601666666666667,1.44450204876385,0.237104724524241,0.144,0.905660377358491,144,159,1000,"raw_mean",0.475247524752475
"Codonanthe_devosiana_C_050","Codonanthe","devosiana","C","050","Codonanthe_devosiana_C_050","bioclim",0.733671875,0.4075,1.94700296596745,0.209005515402105,0.455,2.34536082474227,455,194,1000,"raw_mean",0.701078582434515
"Codonanthe_devosiana_C_050","Codonanthe","devosiana","C","050","Codonanthe_devosiana_C_050","glm",0.7540625,0.51125,1.26587945731217,1,0.191,1.22435897435897,191,156,1000,"raw_mean",0.550432276657061
"Codonanthe_devosiana_C_050","Codonanthe","devosiana","C","050","Codonanthe_devosiana_C_050","maxent",0.85984375,0.61875,1.72034522524855,0.230964998155018,0.231,1.35882352941176,231,170,1000,"raw_mean",0.576059850374065
"Codonanthe_devosiana_C_050","Codonanthe","devosiana","C","050","Codonanthe_devosiana_C_050","rf",0.865,0.7325,1.50108070966075,0.135311230210785,0.178,1.36923076923077,178,130,1000,"raw_mean",0.577922077922078
"Codonanthe_devosiana_C_050","Codonanthe","devosiana","C","050","Codonanthe_devosiana_C_050","svmk",0.809375,0.6475,1.32517408050263,0.0564049511353088,0.131,0.770588235294118,131,170,1000,"raw_mean",0.435215946843854
"Codonanthe_devosiana_C_100","Codonanthe","devosiana","C","100","Codonanthe_devosiana_C_100","bioclim",0.844241071428572,0.651964285714286,1.94463746427939,0.143784378010813,0.248,2.11965811965812,248,117,1000,"raw_mean",0.679452054794521
"Codonanthe_devosiana_C_100","Codonanthe","devosiana","C","100","Codonanthe_devosiana_C_100","glm",0.760714285714285,0.552321428571429,1.34698995219132,1,0.148,0.808743169398907,148,183,1000,"raw_mean",0.447129909365559
"Codonanthe_devosiana_C_100","Codonanthe","devosiana","C","100","Codonanthe_devosiana_C_100","maxent",0.909196428571428,0.724464285714286,1.9130930101482,0.162213143175203,0.217,1.31515151515152,217,165,1000,"raw_mean",0.568062827225131
"Codonanthe_devosiana_C_100","Codonanthe","devosiana","C","100","Codonanthe_devosiana_C_100","rf",0.900446428571429,0.761964285714286,1.61176324472058,0.139843351002489,0.176,1.6,176,110,1000,"raw_mean",0.615384615384615
"Codonanthe_devosiana_C_100","Codonanthe","devosiana","C","100","Codonanthe_devosiana_C_100","svmk",0.828303571428572,0.634642857142857,1.07270752013555,0.113946526389542,0.115,0.621621621621622,115,185,1000,"raw_mean",0.383333333333333
"Codonanthe_devosiana_N_010","Codonanthe","devosiana","N","010","Codonanthe_devosiana_N_010","bioclim",0.67125,0.3525,1.99099816362866,0.278301886792453,0.149,0.175088131609871,149,851,1000,"raw_mean",0.149
"Codonanthe_devosiana_N_010","Codonanthe","devosiana","N","010","Codonanthe_devosiana_N_010","glm",0.734375,0.635,1.5099913794232,NA,0.027,0.108,27,250,1000,"raw_mean",0.0974729241877256
"Codonanthe_devosiana_N_010","Codonanthe","devosiana","N","010","Codonanthe_devosiana_N_010","maxent",0.698125,0.6075,1.52842506215344,0.274734065099371,0.185,1.19354838709677,185,155,1000,"raw_mean",0.544117647058823
"Codonanthe_devosiana_N_010","Codonanthe","devosiana","N","010","Codonanthe_devosiana_N_010","rf",0.72125,0.6275,1.65768776812271,0.17925805120851,0.208,208,208,1,1000,"raw_mean",0.995215311004785
"Codonanthe_devosiana_N_010","Codonanthe","devosiana","N","010","Codonanthe_devosiana_N_010","svmk",0.3525,0.30625,1.39896792079522,0.406586695724025,0.086,0.632352941176471,86,136,1000,"raw_mean",0.387387387387387
"Codonanthe_devosiana_N_020","Codonanthe","devosiana","N","020","Codonanthe_devosiana_N_020","bioclim",0.830625,0.682083333333333,1.97457297700595,0.149697303247111,0.431,1.05378973105134,431,409,1000,"raw_mean",0.513095238095238
"Codonanthe_devosiana_N_020","Codonanthe","devosiana","N","020","Codonanthe_devosiana_N_020","glm",0.661666666666667,0.505416666666667,1.39137344536778,NA,0.127,0.644670050761421,127,197,1000,"raw_mean",0.391975308641975
"Codonanthe_devosiana_N_020","Codonanthe","devosiana","N","020","Codonanthe_devosiana_N_020","maxent",0.815,0.71625,1.60102627690812,0.200958294921522,0.182,2.06818181818182,182,88,1000,"raw_mean",0.674074074074074
"Codonanthe_devosiana_N_020","Codonanthe","devosiana","N","020","Codonanthe_devosiana_N_020","rf",0.80875,0.710416666666667,1.6836264516392,0.187620546306563,0.174,2.02325581395349,174,86,1000,"raw_mean",0.669230769230769
"Codonanthe_devosiana_N_020","Codonanthe","devosiana","N","020","Codonanthe_devosiana_N_020","svmk",0.8025,0.630833333333333,1.40554823123245,0.182740982163346,0.109,0.602209944751381,109,181,1000,"raw_mean",0.375862068965517
"Codonanthe_devosiana_N_050","Codonanthe","devosiana","N","050","Codonanthe_devosiana_N_050","bioclim",0.820625,0.6325,1.9572199830232,0.15292616803079,0.315,1.18867924528302,315,265,1000,"raw_mean",0.543103448275862
"Codonanthe_devosiana_N_050","Codonanthe","devosiana","N","050","Codonanthe_devosiana_N_050","glm",0.76125,0.53875,1.4707254550016,NA,0.166,0.887700534759358,166,187,1000,"raw_mean",0.470254957507082
"Codonanthe_devosiana_N_050","Codonanthe","devosiana","N","050","Codonanthe_devosiana_N_050","maxent",0.89109375,0.74375,1.89280980732949,0.106510926288323,0.23,1.59722222222222,230,144,1000,"raw_mean",0.614973262032086
"Codonanthe_devosiana_N_050","Codonanthe","devosiana","N","050","Codonanthe_devosiana_N_050","rf",0.83953125,0.62,1.54893097011063,0.218110905143753,0.215,3.11594202898551,215,69,1000,"raw_mean",0.757042253521127
"Codonanthe_devosiana_N_050","Codonanthe","devosiana","N","050","Codonanthe_devosiana_N_050","svmk",0.68875,0.40375,1.07605076042727,0.198487936872183,0.142,0.840236686390533,142,169,1000,"raw_mean",0.456591639871383
"Codonanthe_devosiana_N_100","Codonanthe","devosiana","N","100","Codonanthe_devosiana_N_100","bioclim",0.859107142857143,0.610357142857143,1.90616666566099,0.230935594753378,0.147,0.738693467336683,147,199,1000,"raw_mean",0.42485549132948
"Codonanthe_devosiana_N_100","Codonanthe","devosiana","N","100","Codonanthe_devosiana_N_100","glm",0.812053571428571,0.586607142857143,1.3197578212336,0.688473520249221,0.16,0.808080808080808,160,198,1000,"raw_mean",0.446927374301676
"Codonanthe_devosiana_N_100","Codonanthe","devosiana","N","100","Codonanthe_devosiana_N_100","maxent",0.908482142857142,0.699107142857143,1.75308370473515,0.167424332229913,0.228,1.34117647058824,228,170,1000,"raw_mean",0.57286432160804
"Codonanthe_devosiana_N_100","Codonanthe","devosiana","N","100","Codonanthe_devosiana_N_100","rf",0.900446428571429,0.72625,1.57585476398775,0.144641486628629,0.217,2.52325581395349,217,86,1000,"raw_mean",0.716171617161716
"Codonanthe_devosiana_N_100","Codonanthe","devosiana","N","100","Codonanthe_devosiana_N_100","svmk",0.849732142857143,0.677321428571429,1.23512693149421,0.135423899713558,0.101,0.480952380952381,101,210,1000,"raw_mean",0.32475884244373
"Codonanthe_gracilis_C_010","Codonanthe","gracilis","C","010","Codonanthe_gracilis_C_010","bioclim",0.535625,0.12375,NA,0.377475247524752,0.005,0.0050251256281407,5,995,1000,"raw_mean",0.005
"Codonanthe_gracilis_C_010","Codonanthe","gracilis","C","010","Codonanthe_gracilis_C_010","glm",0.531875,0.4475,1.31137872699574,NA,0.202,1.13483146067416,202,178,1000,"raw_mean",0.531578947368421
"Codonanthe_gracilis_C_010","Codonanthe","gracilis","C","010","Codonanthe_gracilis_C_010","maxent",0.663125,0.62625,1.29471568933789,0.257363086423218,0.198,2.7887323943662,198,71,1000,"raw_mean",0.736059479553903
"Codonanthe_gracilis_C_010","Codonanthe","gracilis","C","010","Codonanthe_gracilis_C_010","rf",0.6371875,0.51875,1.5686935398312,0.232770859630401,0.174,2.07142857142857,174,84,1000,"raw_mean",0.674418604651163
"Codonanthe_gracilis_C_010","Codonanthe","gracilis","C","010","Codonanthe_gracilis_C_010","svmk",0.6525,0.575,1.61844745218854,0.260029057160205,0.158,0.738317757009346,158,214,1000,"raw_mean",0.424731182795699
"Codonanthe_gracilis_C_020","Codonanthe","gracilis","C","020","Codonanthe_gracilis_C_020","bioclim",0.842708333333333,0.68375,1.98217581309301,0.069101221794637,0.583,1.57994579945799,583,369,1000,"raw_mean",0.612394957983193
"Codonanthe_gracilis_C_020","Codonanthe","gracilis","C","020","Codonanthe_gracilis_C_020","glm",0.820833333333334,0.7425,1.40052023998097,1,0.124,0.725146198830409,124,171,1000,"raw_mean",0.420338983050847
"Codonanthe_gracilis_C_020","Codonanthe","gracilis","C","020","Codonanthe_gracilis_C_020","maxent",0.945416666666667,0.9025,1.95041334898754,0.0865402899447058,0.19,1.41791044776119,190,134,1000,"raw_mean",0.58641975308642
"Codonanthe_gracilis_C_020","Codonanthe","gracilis","C","020","Codonanthe_gracilis_C_020","rf",0.82125,0.682083333333333,1.56176969410044,0.137737348233521,0.21,3.5,210,60,1000,"raw_mean",0.777777777777778
"Codonanthe_gracilis_C_020","Codonanthe","gracilis","C","020","Codonanthe_gracilis_C_020","svmk",0.905416666666667,0.7775,1.31320509575899,0.170247362382973,0.143,0.790055248618785,143,181,1000,"raw_mean",0.441358024691358
"Codonanthe_gracilis_C_050","Codonanthe","gracilis","C","050","Codonanthe_gracilis_C_050","bioclim",0.82890625,0.525,1.92721745507308,0.274329711509127,0.331,1.034375,331,320,1000,"raw_mean",0.508448540706605
"Codonanthe_gracilis_C_050","Codonanthe","gracilis","C","050","Codonanthe_gracilis_C_050","glm",0.8453125,0.72625,1.42068864288892,0,0.15,0.669642857142857,150,224,1000,"raw_mean",0.401069518716578
"Codonanthe_gracilis_C_050","Codonanthe","gracilis","C","050","Codonanthe_gracilis_C_050","maxent",0.906875,0.74125,1.68603609750819,0.171164723228812,0.19,0.994764397905759,190,191,1000,"raw_mean",0.498687664041995
"Codonanthe_gracilis_C_050","Codonanthe","gracilis","C","050","Codonanthe_gracilis_C_050","rf",0.89234375,0.73,1.54983340547703,0.141205333796659,0.192,1.93939393939394,192,99,1000,"raw_mean",0.65979381443299
"Codonanthe_gracilis_C_050","Codonanthe","gracilis","C","050","Codonanthe_gracilis_C_050","svmk",0.79640625,0.66,1.04213176078858,0.101448706215793,0.142,0.979310344827586,142,145,1000,"raw_mean",0.494773519163763
"Codonanthe_gracilis_C_100","Codonanthe","gracilis","C","100","Codonanthe_gracilis_C_100","bioclim",0.86075,0.654583333333333,1.90714964841337,0.230298407557295,0.29,2.265625,290,128,1000,"raw_mean",0.69377990430622
"Codonanthe_gracilis_C_100","Codonanthe","gracilis","C","100","Codonanthe_gracilis_C_100","glm",0.823333333333333,0.5925,1.30017831526563,0.113410783929345,0.205,1.10810810810811,205,185,1000,"raw_mean",0.525641025641026
"Codonanthe_gracilis_C_100","Codonanthe","gracilis","C","100","Codonanthe_gracilis_C_100","maxent",0.913416666666667,0.7325,1.77501441021166,0.150104560513456,0.199,1.14367816091954,199,174,1000,"raw_mean",0.533512064343164
"Codonanthe_gracilis_C_100","Codonanthe","gracilis","C","100","Codonanthe_gracilis_C_100","rf",0.915416666666667,0.767916666666667,1.54800433375841,0.138057910985773,0.228,1.62857142857143,228,140,1000,"raw_mean",0.619565217391304
"Codonanthe_gracilis_C_100","Codonanthe","gracilis","C","100","Codonanthe_gracilis_C_100","svmk",0.873083333333333,0.72625,1.08412624039948,0.12652740134138,0.152,0.968152866242038,152,157,1000,"raw_mean",0.491909385113269
"Codonanthe_gracilis_N_010","Codonanthe","gracilis","N","010","Codonanthe_gracilis_N_010","bioclim",0.478125,0,NA,0.5,0.173,0.257057949479941,173,673,1000,"raw_mean",0.204491725768322
"Codonanthe_gracilis_N_010","Codonanthe","gracilis","N","010","Codonanthe_gracilis_N_010","glm",0.78375,0.73125,1.44131990588984,NA,0.189,1,189,189,1000,"raw_mean",0.5
"Codonanthe_gracilis_N_010","Codonanthe","gracilis","N","010","Codonanthe_gracilis_N_010","maxent",0.801875,0.7225,1.510917447308,0.217122746534511,0.212,1.53623188405797,212,138,1000,"raw_mean",0.605714285714286
"Codonanthe_gracilis_N_010","Codonanthe","gracilis","N","010","Codonanthe_gracilis_N_010","rf",0.8784375,0.82625,1.79203688245382,0.141410301188734,0.192,4,192,48,1000,"raw_mean",0.8
"Codonanthe_gracilis_N_010","Codonanthe","gracilis","N","010","Codonanthe_gracilis_N_010","svmk",0.4225,0.3075,1.38067920312585,0.244534627398665,0.107,0.66875,107,160,1000,"raw_mean",0.400749063670412
"Codonanthe_gracilis_N_020","Codonanthe","gracilis","N","020","Codonanthe_gracilis_N_020","bioclim",0.761041666666667,0.486666666666667,1.93505467946914,0.212699221351108,0.054,0.0570824524312896,54,946,1000,"raw_mean",0.054
"Codonanthe_gracilis_N_020","Codonanthe","gracilis","N","020","Codonanthe_gracilis_N_020","glm",0.88875,0.744166666666667,1.44558751877048,NA,0.193,1.03208556149733,193,187,1000,"raw_mean",0.507894736842105
"Codonanthe_gracilis_N_020","Codonanthe","gracilis","N","020","Codonanthe_gracilis_N_020","maxent",0.877083333333333,0.78375,1.66222827164576,0.17528667263698,0.218,2.56470588235294,218,85,1000,"raw_mean",0.71947194719472
